Year,Units,Geography,Fuel type,Demand characteristics,Value
2016,Per capita,Ontario,Hydroelectricity,Energy use - final demand,0.01
2016,Per capita,Ontario,Hydroelectricity,Total industrial,0
2016,Per capita,Ontario,Hydroelectricity,Total transportation,0
2016,Per capita,Ontario,Hydroelectricity,Agriculture,0
2016,Per capita,Ontario,Hydroelectricity,Residential,0
2016,Per capita,Ontario,Hydroelectricity,Public administration,0
2016,Per capita,Ontario,Hydroelectricity,Commercial and other institutional,0
2016,Per capita,Ontario,Nuclear,Energy use - final demand,0.03
2016,Per capita,Ontario,Nuclear,Total industrial,0.01
2016,Per capita,Ontario,Nuclear,Total transportation,0
2016,Per capita,Ontario,Nuclear,Agriculture,0
2016,Per capita,Ontario,Nuclear,Residential,0.01
2016,Per capita,Ontario,Nuclear,Public administration,0
2016,Per capita,Ontario,Nuclear,Commercial and other institutional,0.01
2016,Per capita,Ontario,Steam,Energy use - final demand,0
2016,Per capita,Ontario,Steam,Total industrial,0
2016,Per capita,Ontario,Steam,Agriculture,0
2016,Per capita,Ontario,Steam,Commercial and other institutional,0
2016,Per capita,Ontario,Coke,Energy use - final demand,0.01
2016,Per capita,Ontario,Coke,Total industrial,0.01
2016,Per capita,Ontario,Coke oven gas,Energy use - final demand,0
2016,Per capita,Ontario,Coke oven gas,Total industrial,0
2016,Per capita,Ontario,Total refined petroleum products,Energy use - final demand,0.07
2016,Per capita,Ontario,Total refined petroleum products,Total industrial,0
2016,Per capita,Ontario,Total refined petroleum products,Total transportation,0.06
2016,Per capita,Ontario,Total refined petroleum products,Agriculture,0
2016,Per capita,Ontario,Total refined petroleum products,Residential,0
2016,Per capita,Ontario,Total refined petroleum products,Public administration,0
2016,Per capita,Ontario,Total refined petroleum products,Commercial and other institutional,0
2017,Per capita,Ontario,Total primary and secondary energy,Energy use - final demand,0.18
2017,Per capita,Ontario,Total primary and secondary energy,Total industrial,0.04
2017,Per capita,Ontario,Total primary and secondary energy,Total transportation,0.06
2017,Per capita,Ontario,Total primary and secondary energy,Agriculture,0
2017,Per capita,Ontario,Total primary and secondary energy,Residential,0.04
2017,Per capita,Ontario,Total primary and secondary energy,Public administration,0
2017,Per capita,Ontario,Total primary and secondary energy,Commercial and other institutional,0.03
2017,Per capita,Ontario,Total coal,Energy use - final demand,0
2017,Per capita,Ontario,Total coal,Total industrial,0
2017,Per capita,Ontario,Natural gas,Energy use - final demand,0.06
2017,Per capita,Ontario,Natural gas,Total industrial,0.02
2017,Per capita,Ontario,Natural gas,Total transportation,0
2017,Per capita,Ontario,Natural gas,Agriculture,0
2017,Per capita,Ontario,Natural gas,Residential,0.03
2017,Per capita,Ontario,Natural gas,Public administration,0
2017,Per capita,Ontario,Natural gas,Commercial and other institutional,0.02
2017,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Energy use - final demand,0
2017,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Total industrial,0
2017,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Total transportation,0
2017,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Agriculture,0
2017,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Residential,0
2017,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Commercial and other institutional,0
2017,Per capita,Ontario,Hydroelectricity,Energy use - final demand,0.01
2017,Per capita,Ontario,Hydroelectricity,Total industrial,0
2017,Per capita,Ontario,Hydroelectricity,Total transportation,0
2017,Per capita,Ontario,Hydroelectricity,Agriculture,0
2017,Per capita,Ontario,Hydroelectricity,Residential,0
2017,Per capita,Ontario,Hydroelectricity,Public administration,0
2017,Per capita,Ontario,Hydroelectricity,Commercial and other institutional,0
2017,Per capita,Ontario,Nuclear,Energy use - final demand,0.02
2017,Per capita,Ontario,Nuclear,Total industrial,0.01
2017,Per capita,Ontario,Nuclear,Total transportation,0
2017,Per capita,Ontario,Nuclear,Agriculture,0
2017,Per capita,Ontario,Nuclear,Residential,0.01
2017,Per capita,Ontario,Nuclear,Public administration,0
2017,Per capita,Ontario,Nuclear,Commercial and other institutional,0.01
2017,Per capita,Ontario,Steam,Energy use - final demand,0
2017,Per capita,Ontario,Steam,Total industrial,0
2017,Per capita,Ontario,Steam,Agriculture,0
2017,Per capita,Ontario,Steam,Commercial and other institutional,0
2017,Per capita,Ontario,Coke,Energy use - final demand,0.01
2017,Per capita,Ontario,Coke,Total industrial,0.01
2017,Per capita,Ontario,Coke oven gas,Energy use - final demand,0
2017,Per capita,Ontario,Coke oven gas,Total industrial,0
2017,Per capita,Ontario,Total refined petroleum products,Energy use - final demand,0.07
2017,Per capita,Ontario,Total refined petroleum products,Total industrial,0
2017,Per capita,Ontario,Total refined petroleum products,Total transportation,0.06
2017,Per capita,Ontario,Total refined petroleum products,Agriculture,0
2017,Per capita,Ontario,Total refined petroleum products,Residential,0
2017,Per capita,Ontario,Total refined petroleum products,Public administration,0
2017,Per capita,Ontario,Total refined petroleum products,Commercial and other institutional,0
2018,Per capita,Ontario,Total primary and secondary energy,Energy use - final demand,0.18
2018,Per capita,Ontario,Total primary and secondary energy,Total industrial,0.04
2018,Per capita,Ontario,Total primary and secondary energy,Total transportation,0.06
2018,Per capita,Ontario,Total primary and secondary energy,Agriculture,0
2018,Per capita,Ontario,Total primary and secondary energy,Residential,0.04
2018,Per capita,Ontario,Total primary and secondary energy,Public administration,0
2018,Per capita,Ontario,Total primary and secondary energy,Commercial and other institutional,0.03
2018,Per capita,Ontario,Total coal,Energy use - final demand,0
2018,Per capita,Ontario,Total coal,Total industrial,0
2018,Per capita,Ontario,Natural gas,Energy use - final demand,0.06
2018,Per capita,Ontario,Natural gas,Total industrial,0.02
2018,Per capita,Ontario,Natural gas,Total transportation,0
2018,Per capita,Ontario,Natural gas,Agriculture,0
2018,Per capita,Ontario,Natural gas,Residential,0.03
2018,Per capita,Ontario,Natural gas,Public administration,0
2018,Per capita,Ontario,Natural gas,Commercial and other institutional,0.02
2018,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Energy use - final demand,0
2018,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Total industrial,0
2018,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Total transportation,0
2018,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Agriculture,0
2018,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Residential,0
2018,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Commercial and other institutional,0
2018,Per capita,Ontario,Hydroelectricity,Energy use - final demand,0.01
2018,Per capita,Ontario,Hydroelectricity,Total industrial,0
2018,Per capita,Ontario,Hydroelectricity,Total transportation,0
2018,Per capita,Ontario,Hydroelectricity,Agriculture,0
2018,Per capita,Ontario,Hydroelectricity,Residential,0
2018,Per capita,Ontario,Hydroelectricity,Public administration,0
2018,Per capita,Ontario,Hydroelectricity,Commercial and other institutional,0
2018,Per capita,Ontario,Nuclear,Energy use - final demand,0.03
2018,Per capita,Ontario,Nuclear,Total industrial,0.01
2018,Per capita,Ontario,Nuclear,Total transportation,0
2018,Per capita,Ontario,Nuclear,Agriculture,0
2018,Per capita,Ontario,Nuclear,Residential,0.01
2018,Per capita,Ontario,Nuclear,Public administration,0
2018,Per capita,Ontario,Nuclear,Commercial and other institutional,0.01
2018,Per capita,Ontario,Steam,Energy use - final demand,0
2018,Per capita,Ontario,Steam,Total industrial,0
2018,Per capita,Ontario,Steam,Commercial and other institutional,0
2018,Per capita,Ontario,Coke,Energy use - final demand,0.01
2018,Per capita,Ontario,Coke,Total industrial,0.01
2018,Per capita,Ontario,Coke oven gas,Energy use - final demand,0
2018,Per capita,Ontario,Coke oven gas,Total industrial,0
2018,Per capita,Ontario,Total refined petroleum products,Energy use - final demand,0.07
2018,Per capita,Ontario,Total refined petroleum products,Total industrial,0
2018,Per capita,Ontario,Total refined petroleum products,Total transportation,0.06
2018,Per capita,Ontario,Total refined petroleum products,Agriculture,0
2018,Per capita,Ontario,Total refined petroleum products,Residential,0
2018,Per capita,Ontario,Total refined petroleum products,Public administration,0
2018,Per capita,Ontario,Total refined petroleum products,Commercial and other institutional,0
2019,Per capita,Ontario,Total primary and secondary energy,Energy use - final demand,0.18
2019,Per capita,Ontario,Total primary and secondary energy,Total industrial,0.04
2019,Per capita,Ontario,Total primary and secondary energy,Total transportation,0.06
2019,Per capita,Ontario,Total primary and secondary energy,Agriculture,0
2019,Per capita,Ontario,Total primary and secondary energy,Residential,0.04
2019,Per capita,Ontario,Total primary and secondary energy,Public administration,0
2019,Per capita,Ontario,Total primary and secondary energy,Commercial and other institutional,0.03
2019,Per capita,Ontario,Total coal,Energy use - final demand,0
2019,Per capita,Ontario,Total coal,Total industrial,0
2019,Per capita,Ontario,Natural gas,Energy use - final demand,0.06
2019,Per capita,Ontario,Natural gas,Total industrial,0.02
2019,Per capita,Ontario,Natural gas,Total transportation,0
2019,Per capita,Ontario,Natural gas,Agriculture,0
2019,Per capita,Ontario,Natural gas,Residential,0.03
2019,Per capita,Ontario,Natural gas,Public administration,0
2019,Per capita,Ontario,Natural gas,Commercial and other institutional,0.02
2019,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Energy use - final demand,0
2019,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Total industrial,0
2019,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Total transportation,0
2019,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Agriculture,0
2019,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Residential,0
2019,Per capita,Ontario,Gas plant natural gas liquids (NGL's),Commercial and other institutional,0
2019,Per capita,Ontario,Hydroelectricity,Energy use - final demand,0.01
2019,Per capita,Ontario,Hydroelectricity,Total industrial,0
2019,Per capita,Ontario,Hydroelectricity,Total transportation,0
2019,Per capita,Ontario,Hydroelectricity,Agriculture,0
2019,Per capita,Ontario,Hydroelectricity,Residential,0
2019,Per capita,Ontario,Hydroelectricity,Public administration,0
2019,Per capita,Ontario,Hydroelectricity,Commercial and other institutional,0
2019,Per capita,Ontario,Nuclear,Energy use - final demand,0.02
2019,Per capita,Ontario,Nuclear,Total industrial,0.01
2019,Per capita,Ontario,Nuclear,Total transportation,0
2019,Per capita,Ontario,Nuclear,Agriculture,0
2019,Per capita,Ontario,Nuclear,Residential,0.01
2019,Per capita,Ontario,Nuclear,Public administration,0
2019,Per capita,Ontario,Nuclear,Commercial and other institutional,0.01
2019,Per capita,Ontario,Steam,Energy use - final demand,0
2019,Per capita,Ontario,Steam,Total industrial,0
2019,Per capita,Ontario,Steam,Commercial and other institutional,0
2019,Per capita,Ontario,Coke,Energy use - final demand,0.01
2019,Per capita,Ontario,Coke,Total industrial,0.01
2019,Per capita,Ontario,Coke oven gas,Energy use - final demand,0
2019,Per capita,Ontario,Coke oven gas,Total industrial,0
2019,Per capita,Ontario,Total refined petroleum products,Energy use - final demand,0.07
2019,Per capita,Ontario,Total refined petroleum products,Total industrial,0
2019,Per capita,Ontario,Total refined petroleum products,Total transportation,0.06
2019,Per capita,Ontario,Total refined petroleum products,Agriculture,0
2019,Per capita,Ontario,Total refined petroleum products,Residential,0
2019,Per capita,Ontario,Total refined petroleum products,Public administration,0
2019,Per capita,Ontario,Total refined petroleum products,Commercial and other institutional,0
2015,Per capita,Prince Edward Island,Total primary and secondary energy,Energy use - final demand,0.16
2015,Per capita,Prince Edward Island,Total primary and secondary energy,Total industrial,0.02
2015,Per capita,Prince Edward Island,Total primary and secondary energy,Total transportation,0.08
2015,Per capita,Prince Edward Island,Total primary and secondary energy,Agriculture,0.02
2015,Per capita,Prince Edward Island,Total primary and secondary energy,Residential,0.03
2015,Per capita,Prince Edward Island,Total primary and secondary energy,Public administration,0
2015,Per capita,Prince Edward Island,Total primary and secondary energy,Commercial and other institutional,0.02
2015,Per capita,Prince Edward Island,Gas plant natural gas liquids (NGL's),Total industrial,0
