Year,Geography,data.Educational attainment level,Age group,Sex,Value
2012,Northwest Territories,data.Master's or Doctoral level,55 to 64 years,Female,
2013,Northwest Territories,data.Master's or Doctoral level,55 to 64 years,Female,
2014,Northwest Territories,data.Master's or Doctoral level,55 to 64 years,Female,
2015,Northwest Territories,data.Master's or Doctoral level,55 to 64 years,Female,
2016,Northwest Territories,data.Master's or Doctoral level,55 to 64 years,Female,10.0
2017,Northwest Territories,data.Master's or Doctoral level,55 to 64 years,Female,12.0
2018,Northwest Territories,data.Master's or Doctoral level,55 to 64 years,Female,10.0
2019,Northwest Territories,data.Master's or Doctoral level,55 to 64 years,Female,9.0
2020,Northwest Territories,data.Master's or Doctoral level,55 to 64 years,Female,
2010,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Both sexes,27.0
2011,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Both sexes,29.0
2012,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Both sexes,29.0
2013,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Both sexes,27.0
2014,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Both sexes,29.0
2015,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Both sexes,32.0
2016,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Both sexes,36.0
2017,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Both sexes,36.0
2018,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Both sexes,34.0
2019,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Both sexes,36.0
2020,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Both sexes,39.0
2010,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Male,24.0
2011,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Male,27.0
2012,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Male,26.0
2013,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Male,24.0
2014,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Male,24.0
2015,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Male,27.0
2016,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Male,29.0
2017,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Male,29.0
2018,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Male,29.0
2019,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Male,31.0
2020,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Male,30.0
2010,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Female,31.0
2011,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Female,33.0
2012,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Female,32.0
2013,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Female,31.0
2014,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Female,34.0
2015,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Female,38.0
2016,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Female,43.0
2017,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Female,43.0
2018,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Female,39.0
2019,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Female,41.0
2020,Nunavut,data.Tertiary education,"data.Total, 25 to 64 years",Female,48.0
2010,Nunavut,data.Tertiary education,25 to 34 years,Both sexes,26.0
2011,Nunavut,data.Tertiary education,25 to 34 years,Both sexes,27.0
2012,Nunavut,data.Tertiary education,25 to 34 years,Both sexes,27.0
2013,Nunavut,data.Tertiary education,25 to 34 years,Both sexes,28.0
2014,Nunavut,data.Tertiary education,25 to 34 years,Both sexes,27.0
2015,Nunavut,data.Tertiary education,25 to 34 years,Both sexes,27.0
2016,Nunavut,data.Tertiary education,25 to 34 years,Both sexes,31.0
2017,Nunavut,data.Tertiary education,25 to 34 years,Both sexes,31.0
2018,Nunavut,data.Tertiary education,25 to 34 years,Both sexes,29.0
2019,Nunavut,data.Tertiary education,25 to 34 years,Both sexes,32.0
2020,Nunavut,data.Tertiary education,25 to 34 years,Both sexes,38.0
2010,Nunavut,data.Tertiary education,25 to 34 years,Male,21.0
2011,Nunavut,data.Tertiary education,25 to 34 years,Male,23.0
2012,Nunavut,data.Tertiary education,25 to 34 years,Male,25.0
2013,Nunavut,data.Tertiary education,25 to 34 years,Male,25.0
2014,Nunavut,data.Tertiary education,25 to 34 years,Male,21.0
2015,Nunavut,data.Tertiary education,25 to 34 years,Male,22.0
2016,Nunavut,data.Tertiary education,25 to 34 years,Male,23.0
2017,Nunavut,data.Tertiary education,25 to 34 years,Male,22.0
2018,Nunavut,data.Tertiary education,25 to 34 years,Male,23.0
2019,Nunavut,data.Tertiary education,25 to 34 years,Male,24.0
2020,Nunavut,data.Tertiary education,25 to 34 years,Male,27.0
2010,Nunavut,data.Tertiary education,25 to 34 years,Female,32.0
2011,Nunavut,data.Tertiary education,25 to 34 years,Female,32.0
2012,Nunavut,data.Tertiary education,25 to 34 years,Female,29.0
2013,Nunavut,data.Tertiary education,25 to 34 years,Female,31.0
2014,Nunavut,data.Tertiary education,25 to 34 years,Female,34.0
2015,Nunavut,data.Tertiary education,25 to 34 years,Female,34.0
2016,Nunavut,data.Tertiary education,25 to 34 years,Female,40.0
2017,Nunavut,data.Tertiary education,25 to 34 years,Female,40.0
2018,Nunavut,data.Tertiary education,25 to 34 years,Female,35.0
2019,Nunavut,data.Tertiary education,25 to 34 years,Female,39.0
2020,Nunavut,data.Tertiary education,25 to 34 years,Female,48.0
2010,Nunavut,data.Tertiary education,30 to 34 years,Both sexes,30.0
2011,Nunavut,data.Tertiary education,30 to 34 years,Both sexes,29.0
2012,Nunavut,data.Tertiary education,30 to 34 years,Both sexes,32.0
2013,Nunavut,data.Tertiary education,30 to 34 years,Both sexes,34.0
2014,Nunavut,data.Tertiary education,30 to 34 years,Both sexes,33.0
2015,Nunavut,data.Tertiary education,30 to 34 years,Both sexes,31.0
2016,Nunavut,data.Tertiary education,30 to 34 years,Both sexes,38.0
2017,Nunavut,data.Tertiary education,30 to 34 years,Both sexes,37.0
2018,Nunavut,data.Tertiary education,30 to 34 years,Both sexes,31.0
2019,Nunavut,data.Tertiary education,30 to 34 years,Both sexes,37.0
2020,Nunavut,data.Tertiary education,30 to 34 years,Both sexes,46.0
2010,Nunavut,data.Tertiary education,30 to 34 years,Male,27.0
2011,Nunavut,data.Tertiary education,30 to 34 years,Male,27.0
2012,Nunavut,data.Tertiary education,30 to 34 years,Male,29.0
2013,Nunavut,data.Tertiary education,30 to 34 years,Male,32.0
2014,Nunavut,data.Tertiary education,30 to 34 years,Male,27.0
2015,Nunavut,data.Tertiary education,30 to 34 years,Male,28.0
2016,Nunavut,data.Tertiary education,30 to 34 years,Male,30.0
2017,Nunavut,data.Tertiary education,30 to 34 years,Male,26.0
2018,Nunavut,data.Tertiary education,30 to 34 years,Male,25.0
2019,Nunavut,data.Tertiary education,30 to 34 years,Male,32.0
2020,Nunavut,data.Tertiary education,30 to 34 years,Male,40.0
2010,Nunavut,data.Tertiary education,30 to 34 years,Female,32.0
2011,Nunavut,data.Tertiary education,30 to 34 years,Female,32.0
2012,Nunavut,data.Tertiary education,30 to 34 years,Female,34.0
2013,Nunavut,data.Tertiary education,30 to 34 years,Female,36.0
2014,Nunavut,data.Tertiary education,30 to 34 years,Female,38.0
2015,Nunavut,data.Tertiary education,30 to 34 years,Female,35.0
2016,Nunavut,data.Tertiary education,30 to 34 years,Female,47.0
2017,Nunavut,data.Tertiary education,30 to 34 years,Female,47.0
2018,Nunavut,data.Tertiary education,30 to 34 years,Female,36.0
2019,Nunavut,data.Tertiary education,30 to 34 years,Female,41.0
2020,Nunavut,data.Tertiary education,30 to 34 years,Female,51.0
2010,Nunavut,data.Tertiary education,35 to 44 years,Both sexes,25.0
2011,Nunavut,data.Tertiary education,35 to 44 years,Both sexes,31.0
2012,Nunavut,data.Tertiary education,35 to 44 years,Both sexes,31.0
2013,Nunavut,data.Tertiary education,35 to 44 years,Both sexes,27.0
2014,Nunavut,data.Tertiary education,35 to 44 years,Both sexes,27.0
2015,Nunavut,data.Tertiary education,35 to 44 years,Both sexes,32.0
2016,Nunavut,data.Tertiary education,35 to 44 years,Both sexes,38.0
2017,Nunavut,data.Tertiary education,35 to 44 years,Both sexes,41.0
2018,Nunavut,data.Tertiary education,35 to 44 years,Both sexes,40.0
2019,Nunavut,data.Tertiary education,35 to 44 years,Both sexes,40.0
2020,Nunavut,data.Tertiary education,35 to 44 years,Both sexes,40.0
2010,Nunavut,data.Tertiary education,35 to 44 years,Male,20.0
2011,Nunavut,data.Tertiary education,35 to 44 years,Male,29.0
2012,Nunavut,data.Tertiary education,35 to 44 years,Male,27.0
2013,Nunavut,data.Tertiary education,35 to 44 years,Male,23.0
2014,Nunavut,data.Tertiary education,35 to 44 years,Male,22.0
2015,Nunavut,data.Tertiary education,35 to 44 years,Male,24.0
2016,Nunavut,data.Tertiary education,35 to 44 years,Male,35.0
2017,Nunavut,data.Tertiary education,35 to 44 years,Male,36.0
2018,Nunavut,data.Tertiary education,35 to 44 years,Male,32.0
2019,Nunavut,data.Tertiary education,35 to 44 years,Male,34.0
2020,Nunavut,data.Tertiary education,35 to 44 years,Male,33.0
2010,Nunavut,data.Tertiary education,35 to 44 years,Female,30.0
2011,Nunavut,data.Tertiary education,35 to 44 years,Female,33.0
2012,Nunavut,data.Tertiary education,35 to 44 years,Female,36.0
2013,Nunavut,data.Tertiary education,35 to 44 years,Female,32.0
2014,Nunavut,data.Tertiary education,35 to 44 years,Female,32.0
2015,Nunavut,data.Tertiary education,35 to 44 years,Female,38.0
2016,Nunavut,data.Tertiary education,35 to 44 years,Female,41.0
2017,Nunavut,data.Tertiary education,35 to 44 years,Female,46.0
2018,Nunavut,data.Tertiary education,35 to 44 years,Female,49.0
2019,Nunavut,data.Tertiary education,35 to 44 years,Female,46.0
2020,Nunavut,data.Tertiary education,35 to 44 years,Female,47.0
2010,Nunavut,data.Tertiary education,45 to 54 years,Both sexes,27.0
2011,Nunavut,data.Tertiary education,45 to 54 years,Both sexes,27.0
2012,Nunavut,data.Tertiary education,45 to 54 years,Both sexes,27.0
2013,Nunavut,data.Tertiary education,45 to 54 years,Both sexes,25.0
2014,Nunavut,data.Tertiary education,45 to 54 years,Both sexes,32.0
2015,Nunavut,data.Tertiary education,45 to 54 years,Both sexes,35.0
2016,Nunavut,data.Tertiary education,45 to 54 years,Both sexes,36.0
2017,Nunavut,data.Tertiary education,45 to 54 years,Both sexes,34.0
2018,Nunavut,data.Tertiary education,45 to 54 years,Both sexes,32.0
2019,Nunavut,data.Tertiary education,45 to 54 years,Both sexes,33.0
2020,Nunavut,data.Tertiary education,45 to 54 years,Both sexes,39.0
2010,Nunavut,data.Tertiary education,45 to 54 years,Male,25.0
2011,Nunavut,data.Tertiary education,45 to 54 years,Male,25.0
2012,Nunavut,data.Tertiary education,45 to 54 years,Male,25.0
2013,Nunavut,data.Tertiary education,45 to 54 years,Male,22.0
2014,Nunavut,data.Tertiary education,45 to 54 years,Male,26.0
2015,Nunavut,data.Tertiary education,45 to 54 years,Male,27.0
2016,Nunavut,data.Tertiary education,45 to 54 years,Male,25.0
2017,Nunavut,data.Tertiary education,45 to 54 years,Male,24.0
2018,Nunavut,data.Tertiary education,45 to 54 years,Male,28.0
2019,Nunavut,data.Tertiary education,45 to 54 years,Male,30.0
2020,Nunavut,data.Tertiary education,45 to 54 years,Male,32.0
2010,Nunavut,data.Tertiary education,45 to 54 years,Female,28.0
2011,Nunavut,data.Tertiary education,45 to 54 years,Female,29.0
2012,Nunavut,data.Tertiary education,45 to 54 years,Female,30.0
2013,Nunavut,data.Tertiary education,45 to 54 years,Female,29.0
2014,Nunavut,data.Tertiary education,45 to 54 years,Female,38.0
2015,Nunavut,data.Tertiary education,45 to 54 years,Female,44.0
2016,Nunavut,data.Tertiary education,45 to 54 years,Female,48.0
2017,Nunavut,data.Tertiary education,45 to 54 years,Female,45.0
2018,Nunavut,data.Tertiary education,45 to 54 years,Female,36.0
2019,Nunavut,data.Tertiary education,45 to 54 years,Female,37.0
2020,Nunavut,data.Tertiary education,45 to 54 years,Female,48.0
2010,Nunavut,data.Tertiary education,55 to 64 years,Both sexes,36.0
2011,Nunavut,data.Tertiary education,55 to 64 years,Both sexes,36.0
2012,Nunavut,data.Tertiary education,55 to 64 years,Both sexes,32.0
2013,Nunavut,data.Tertiary education,55 to 64 years,Both sexes,29.0
2014,Nunavut,data.Tertiary education,55 to 64 years,Both sexes,32.0
2015,Nunavut,data.Tertiary education,55 to 64 years,Both sexes,40.0
2016,Nunavut,data.Tertiary education,55 to 64 years,Both sexes,41.0
2017,Nunavut,data.Tertiary education,55 to 64 years,Both sexes,41.0
2018,Nunavut,data.Tertiary education,55 to 64 years,Both sexes,41.0
2019,Nunavut,data.Tertiary education,55 to 64 years,Both sexes,46.0
2020,Nunavut,data.Tertiary education,55 to 64 years,Both sexes,36.0
2010,Nunavut,data.Tertiary education,55 to 64 years,Male,32.0
2011,Nunavut,data.Tertiary education,55 to 64 years,Male,35.0
2012,Nunavut,data.Tertiary education,55 to 64 years,Male,31.0
2013,Nunavut,data.Tertiary education,55 to 64 years,Male,26.0
2014,Nunavut,data.Tertiary education,55 to 64 years,Male,33.0
2015,Nunavut,data.Tertiary education,55 to 64 years,Male,44.0
2016,Nunavut,data.Tertiary education,55 to 64 years,Male,41.0
2017,Nunavut,data.Tertiary education,55 to 64 years,Male,41.0
2018,Nunavut,data.Tertiary education,55 to 64 years,Male,42.0
2019,Nunavut,data.Tertiary education,55 to 64 years,Male,45.0
2020,Nunavut,data.Tertiary education,55 to 64 years,Male,26.0
2010,Nunavut,data.Tertiary education,55 to 64 years,Female,40.0
2011,Nunavut,data.Tertiary education,55 to 64 years,Female,38.0
2012,Nunavut,data.Tertiary education,55 to 64 years,Female,34.0
2013,Nunavut,data.Tertiary education,55 to 64 years,Female,32.0
2014,Nunavut,data.Tertiary education,55 to 64 years,Female,31.0
2015,Nunavut,data.Tertiary education,55 to 64 years,Female,35.0
2016,Nunavut,data.Tertiary education,55 to 64 years,Female,41.0
2017,Nunavut,data.Tertiary education,55 to 64 years,Female,40.0
2018,Nunavut,data.Tertiary education,55 to 64 years,Female,40.0
2019,Nunavut,data.Tertiary education,55 to 64 years,Female,48.0
2020,Nunavut,data.Tertiary education,55 to 64 years,Female,46.0
2010,Nunavut,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Both sexes,15.0
2011,Nunavut,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Both sexes,17.0
2012,Nunavut,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Both sexes,16.0
2013,Nunavut,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Both sexes,13.0
2014,Nunavut,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Both sexes,16.0
2015,Nunavut,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Both sexes,17.0
2016,Nunavut,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Both sexes,20.0
2017,Nunavut,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Both sexes,21.0
2018,Nunavut,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Both sexes,18.0
2019,Nunavut,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Both sexes,21.0
2020,Nunavut,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Both sexes,23.0
2010,Nunavut,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Male,13.0
2011,Nunavut,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Male,15.0
2012,Nunavut,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Male,14.0
2013,Nunavut,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Male,11.0
2014,Nunavut,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Male,13.0
2015,Nunavut,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Male,14.0
