Year,Units,Géographie,Type de combustible,Caractéristiques d’écoulement,Value
2016,Par habitant,Saskatchewan,Hydroélectricité,Total transport,0.01
2016,Par habitant,Saskatchewan,Hydroélectricité,Agriculture,0
2016,Par habitant,Saskatchewan,Hydroélectricité,Résidentiel,0.01
2016,Par habitant,Saskatchewan,Hydroélectricité,Administrations publiques,0
2016,Par habitant,Saskatchewan,Hydroélectricité,Commerces et autres institutions,0.02
2016,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Consommation énergétique finale,0.2
2016,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Total industriel,0.02
2016,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Total transport,0.11
2016,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Agriculture,0.07
2016,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Résidentiel,0
2016,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Administrations publiques,0.01
2016,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Commerces et autres institutions,0
2017,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Consommation énergétique finale,0.45
2017,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Total industriel,0.14
2017,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Total transport,0.14
2017,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Agriculture,0.07
2017,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Résidentiel,0.04
2017,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Administrations publiques,0.01
2017,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Commerces et autres institutions,0.04
2017,Par habitant,Saskatchewan,Gaz naturel,Consommation énergétique finale,0.16
2017,Par habitant,Saskatchewan,Gaz naturel,Total industriel,0.07
2017,Par habitant,Saskatchewan,Gaz naturel,Total transport,0.02
2017,Par habitant,Saskatchewan,Gaz naturel,Agriculture,0
2017,Par habitant,Saskatchewan,Gaz naturel,Résidentiel,0.03
2017,Par habitant,Saskatchewan,Gaz naturel,Administrations publiques,0
2017,Par habitant,Saskatchewan,Gaz naturel,Commerces et autres institutions,0.02
2017,Par habitant,Saskatchewan,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,0.01
2017,Par habitant,Saskatchewan,Liquides de gaz naturel des usines de gaz (LGN),Total transport,0
2017,Par habitant,Saskatchewan,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0
2017,Par habitant,Saskatchewan,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0
2017,Par habitant,Saskatchewan,Hydroélectricité,Consommation énergétique finale,0.08
2017,Par habitant,Saskatchewan,Hydroélectricité,Total industriel,0.04
2017,Par habitant,Saskatchewan,Hydroélectricité,Total transport,0.01
2017,Par habitant,Saskatchewan,Hydroélectricité,Agriculture,0
2017,Par habitant,Saskatchewan,Hydroélectricité,Résidentiel,0.01
2017,Par habitant,Saskatchewan,Hydroélectricité,Administrations publiques,0
2017,Par habitant,Saskatchewan,Hydroélectricité,Commerces et autres institutions,0.02
2017,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Consommation énergétique finale,0.21
2017,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Total industriel,0.02
2017,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Total transport,0.11
2017,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Agriculture,0.07
2017,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Résidentiel,0
2017,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Administrations publiques,0.01
2017,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Commerces et autres institutions,0
2018,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Consommation énergétique finale,0.46
2018,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Total industriel,0.14
2018,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Total transport,0.15
2018,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Agriculture,0.07
2018,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Résidentiel,0.05
2018,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Administrations publiques,0.01
2018,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Commerces et autres institutions,0.05
2018,Par habitant,Saskatchewan,Gaz naturel,Consommation énergétique finale,0.17
2018,Par habitant,Saskatchewan,Gaz naturel,Total industriel,0.08
2018,Par habitant,Saskatchewan,Gaz naturel,Total transport,0.02
2018,Par habitant,Saskatchewan,Gaz naturel,Agriculture,0
2018,Par habitant,Saskatchewan,Gaz naturel,Résidentiel,0.03
2018,Par habitant,Saskatchewan,Gaz naturel,Administrations publiques,0
2018,Par habitant,Saskatchewan,Gaz naturel,Commerces et autres institutions,0.03
2018,Par habitant,Saskatchewan,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,0.01
2018,Par habitant,Saskatchewan,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0
2018,Par habitant,Saskatchewan,Liquides de gaz naturel des usines de gaz (LGN),Total transport,0
2018,Par habitant,Saskatchewan,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0
2018,Par habitant,Saskatchewan,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,0
2018,Par habitant,Saskatchewan,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0
2018,Par habitant,Saskatchewan,Hydroélectricité,Consommation énergétique finale,0.07
2018,Par habitant,Saskatchewan,Hydroélectricité,Total industriel,0.03
2018,Par habitant,Saskatchewan,Hydroélectricité,Total transport,0.01
2018,Par habitant,Saskatchewan,Hydroélectricité,Agriculture,0
2018,Par habitant,Saskatchewan,Hydroélectricité,Résidentiel,0.01
2018,Par habitant,Saskatchewan,Hydroélectricité,Administrations publiques,0
2018,Par habitant,Saskatchewan,Hydroélectricité,Commerces et autres institutions,0.02
2018,Par habitant,Saskatchewan,Vapeur,Consommation énergétique finale,0
2018,Par habitant,Saskatchewan,Vapeur,Total industriel,0
2018,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Consommation énergétique finale,0.21
2018,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Total industriel,0.02
2018,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Total transport,0.11
2018,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Agriculture,0.07
2018,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Résidentiel,0
2018,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Administrations publiques,0.01
2018,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Commerces et autres institutions,0
2019,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Consommation énergétique finale,0.46
2019,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Total industriel,0.14
2019,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Total transport,0.14
2019,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Agriculture,0.07
2019,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Résidentiel,0.05
2019,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Administrations publiques,0.01
2019,Par habitant,Saskatchewan,Énergie primaire et secondaire totale,Commerces et autres institutions,0.05
2019,Par habitant,Saskatchewan,Gaz naturel,Consommation énergétique finale,0.17
2019,Par habitant,Saskatchewan,Gaz naturel,Total industriel,0.08
2019,Par habitant,Saskatchewan,Gaz naturel,Total transport,0.02
2019,Par habitant,Saskatchewan,Gaz naturel,Agriculture,0
2019,Par habitant,Saskatchewan,Gaz naturel,Résidentiel,0.04
2019,Par habitant,Saskatchewan,Gaz naturel,Administrations publiques,0
2019,Par habitant,Saskatchewan,Gaz naturel,Commerces et autres institutions,0.03
2019,Par habitant,Saskatchewan,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,0.01
2019,Par habitant,Saskatchewan,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0.01
2019,Par habitant,Saskatchewan,Liquides de gaz naturel des usines de gaz (LGN),Total transport,0
2019,Par habitant,Saskatchewan,Liquides de gaz naturel des usines de gaz (LGN),Agriculture,0
2019,Par habitant,Saskatchewan,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,0
2019,Par habitant,Saskatchewan,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0
2019,Par habitant,Saskatchewan,Hydroélectricité,Consommation énergétique finale,0.07
2019,Par habitant,Saskatchewan,Hydroélectricité,Total industriel,0.03
2019,Par habitant,Saskatchewan,Hydroélectricité,Total transport,0.01
2019,Par habitant,Saskatchewan,Hydroélectricité,Agriculture,0
2019,Par habitant,Saskatchewan,Hydroélectricité,Résidentiel,0.01
2019,Par habitant,Saskatchewan,Hydroélectricité,Administrations publiques,0
2019,Par habitant,Saskatchewan,Hydroélectricité,Commerces et autres institutions,0.02
2019,Par habitant,Saskatchewan,Vapeur,Consommation énergétique finale,0
2019,Par habitant,Saskatchewan,Vapeur,Total industriel,0
2019,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Consommation énergétique finale,0.21
2019,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Total industriel,0.02
2019,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Total transport,0.11
2019,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Agriculture,0.06
2019,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Résidentiel,0
2019,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Administrations publiques,0.01
2019,Par habitant,Saskatchewan,Total des produits pétroliers raffinés,Commerces et autres institutions,0
2015,Par habitant,Yukon,Énergie primaire et secondaire totale,Consommation énergétique finale,0.21
2015,Par habitant,Yukon,Énergie primaire et secondaire totale,Total industriel,0.04
2015,Par habitant,Yukon,Énergie primaire et secondaire totale,Total transport,0.12
2015,Par habitant,Yukon,Énergie primaire et secondaire totale,Résidentiel,0.02
2015,Par habitant,Yukon,Énergie primaire et secondaire totale,Administrations publiques,0
2015,Par habitant,Yukon,Énergie primaire et secondaire totale,Commerces et autres institutions,0.03
2015,Par habitant,Yukon,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,0.01
2015,Par habitant,Yukon,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0
2015,Par habitant,Yukon,Liquides de gaz naturel des usines de gaz (LGN),Total transport,0
2015,Par habitant,Yukon,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,0
2015,Par habitant,Yukon,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0
2015,Par habitant,Yukon,Hydroélectricité,Consommation énergétique finale,0.04
2015,Par habitant,Yukon,Hydroélectricité,Total industriel,0
2015,Par habitant,Yukon,Hydroélectricité,Résidentiel,0.02
2015,Par habitant,Yukon,Hydroélectricité,Administrations publiques,0
2015,Par habitant,Yukon,Hydroélectricité,Commerces et autres institutions,0.02
2015,Par habitant,Yukon,Total des produits pétroliers raffinés,Consommation énergétique finale,0.17
2015,Par habitant,Yukon,Total des produits pétroliers raffinés,Total industriel,0.04
2015,Par habitant,Yukon,Total des produits pétroliers raffinés,Total transport,0.12
2015,Par habitant,Yukon,Total des produits pétroliers raffinés,Résidentiel,0
2015,Par habitant,Yukon,Total des produits pétroliers raffinés,Administrations publiques,0
2015,Par habitant,Yukon,Total des produits pétroliers raffinés,Commerces et autres institutions,0.01
2016,Par habitant,Yukon,Énergie primaire et secondaire totale,Consommation énergétique finale,0.21
2016,Par habitant,Yukon,Énergie primaire et secondaire totale,Total industriel,0.04
2016,Par habitant,Yukon,Énergie primaire et secondaire totale,Total transport,0.12
2016,Par habitant,Yukon,Énergie primaire et secondaire totale,Agriculture,0
2016,Par habitant,Yukon,Énergie primaire et secondaire totale,Résidentiel,0.02
2016,Par habitant,Yukon,Énergie primaire et secondaire totale,Administrations publiques,0
2016,Par habitant,Yukon,Énergie primaire et secondaire totale,Commerces et autres institutions,0.03
2016,Par habitant,Yukon,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,0.01
2016,Par habitant,Yukon,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0
2016,Par habitant,Yukon,Liquides de gaz naturel des usines de gaz (LGN),Total transport,0
2016,Par habitant,Yukon,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,0
2016,Par habitant,Yukon,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0
2016,Par habitant,Yukon,Hydroélectricité,Consommation énergétique finale,0.04
2016,Par habitant,Yukon,Hydroélectricité,Total industriel,0
2016,Par habitant,Yukon,Hydroélectricité,Résidentiel,0.02
2016,Par habitant,Yukon,Hydroélectricité,Administrations publiques,0
2016,Par habitant,Yukon,Hydroélectricité,Commerces et autres institutions,0.02
2016,Par habitant,Yukon,Total des produits pétroliers raffinés,Consommation énergétique finale,0.17
2016,Par habitant,Yukon,Total des produits pétroliers raffinés,Total industriel,0.04
2016,Par habitant,Yukon,Total des produits pétroliers raffinés,Total transport,0.12
2016,Par habitant,Yukon,Total des produits pétroliers raffinés,Agriculture,0
2016,Par habitant,Yukon,Total des produits pétroliers raffinés,Résidentiel,0
2016,Par habitant,Yukon,Total des produits pétroliers raffinés,Administrations publiques,0
2016,Par habitant,Yukon,Total des produits pétroliers raffinés,Commerces et autres institutions,0.01
2017,Par habitant,Yukon,Énergie primaire et secondaire totale,Consommation énergétique finale,0.21
2017,Par habitant,Yukon,Énergie primaire et secondaire totale,Total industriel,0.05
2017,Par habitant,Yukon,Énergie primaire et secondaire totale,Total transport,0.11
2017,Par habitant,Yukon,Énergie primaire et secondaire totale,Résidentiel,0.02
2017,Par habitant,Yukon,Énergie primaire et secondaire totale,Administrations publiques,0
2017,Par habitant,Yukon,Énergie primaire et secondaire totale,Commerces et autres institutions,0.03
2017,Par habitant,Yukon,Liquides de gaz naturel des usines de gaz (LGN),Consommation énergétique finale,0.01
2017,Par habitant,Yukon,Liquides de gaz naturel des usines de gaz (LGN),Total industriel,0
2017,Par habitant,Yukon,Liquides de gaz naturel des usines de gaz (LGN),Total transport,0
2017,Par habitant,Yukon,Liquides de gaz naturel des usines de gaz (LGN),Résidentiel,0
2017,Par habitant,Yukon,Liquides de gaz naturel des usines de gaz (LGN),Commerces et autres institutions,0
