Year,Geography,Fuel type,Demand characteristics,Unit of measure,Value
2018,Nova Scotia,Gas plant natural gas liquids (NGL's),Total industrial,Per capita,0.0
2018,Nova Scotia,Gas plant natural gas liquids (NGL's),Total transportation,Per capita,0.0
2018,Nova Scotia,Gas plant natural gas liquids (NGL's),Agriculture,Per capita,0.0
2018,Nova Scotia,Gas plant natural gas liquids (NGL's),Residential,Per capita,0.0
2018,Nova Scotia,Gas plant natural gas liquids (NGL's),Commercial and other institutional,Per capita,0.0
2018,Nova Scotia,Hydroelectricity,"Energy use, final demand",Per capita,0.04
2018,Nova Scotia,Hydroelectricity,Total industrial,Per capita,0.01
2018,Nova Scotia,Hydroelectricity,Agriculture,Per capita,0.0
2018,Nova Scotia,Hydroelectricity,Residential,Per capita,0.02
2018,Nova Scotia,Hydroelectricity,Public administration,Per capita,0.0
2018,Nova Scotia,Hydroelectricity,Commercial and other institutional,Per capita,0.01
2018,Nova Scotia,Total refined petroleum products,"Energy use, final demand",Per capita,0.11
2018,Nova Scotia,Total refined petroleum products,Total industrial,Per capita,0.01
2018,Nova Scotia,Total refined petroleum products,Total transportation,Per capita,0.07
2018,Nova Scotia,Total refined petroleum products,Agriculture,Per capita,0.0
2018,Nova Scotia,Total refined petroleum products,Residential,Per capita,0.02
2018,Nova Scotia,Total refined petroleum products,Public administration,Per capita,0.0
2018,Nova Scotia,Total refined petroleum products,Commercial and other institutional,Per capita,0.0
2019,Nova Scotia,Total primary and secondary energy,"Energy use, final demand",Per capita,0.16
2019,Nova Scotia,Total primary and secondary energy,Total industrial,Per capita,0.02
2019,Nova Scotia,Total primary and secondary energy,Total transportation,Per capita,0.07
2019,Nova Scotia,Total primary and secondary energy,Agriculture,Per capita,0.0
2019,Nova Scotia,Total primary and secondary energy,Residential,Per capita,0.03
2019,Nova Scotia,Total primary and secondary energy,Public administration,Per capita,0.01
2019,Nova Scotia,Total primary and secondary energy,Commercial and other institutional,Per capita,0.02
2019,Nova Scotia,Total coal,"Energy use, final demand",Per capita,0.0
2019,Nova Scotia,Total coal,Total industrial,Per capita,0.0
2019,Nova Scotia,Natural gas,"Energy use, final demand",Per capita,0.01
2019,Nova Scotia,Natural gas,Total industrial,Per capita,0.0
2019,Nova Scotia,Natural gas,Total transportation,Per capita,0.0
2019,Nova Scotia,Natural gas,Residential,Per capita,0.0
2019,Nova Scotia,Natural gas,Public administration,Per capita,0.0
2019,Nova Scotia,Natural gas,Commercial and other institutional,Per capita,0.0
2019,Nova Scotia,Gas plant natural gas liquids (NGL's),"Energy use, final demand",Per capita,0.0
2019,Nova Scotia,Gas plant natural gas liquids (NGL's),Total industrial,Per capita,0.0
2019,Nova Scotia,Gas plant natural gas liquids (NGL's),Total transportation,Per capita,0.0
2019,Nova Scotia,Gas plant natural gas liquids (NGL's),Agriculture,Per capita,0.0
2019,Nova Scotia,Gas plant natural gas liquids (NGL's),Residential,Per capita,0.0
2019,Nova Scotia,Gas plant natural gas liquids (NGL's),Commercial and other institutional,Per capita,0.0
2019,Nova Scotia,Hydroelectricity,"Energy use, final demand",Per capita,0.04
2019,Nova Scotia,Hydroelectricity,Total industrial,Per capita,0.01
2019,Nova Scotia,Hydroelectricity,Agriculture,Per capita,0.0
2019,Nova Scotia,Hydroelectricity,Residential,Per capita,0.02
2019,Nova Scotia,Hydroelectricity,Public administration,Per capita,0.0
2019,Nova Scotia,Hydroelectricity,Commercial and other institutional,Per capita,0.01
2019,Nova Scotia,Total refined petroleum products,"Energy use, final demand",Per capita,0.1
2019,Nova Scotia,Total refined petroleum products,Total industrial,Per capita,0.01
2019,Nova Scotia,Total refined petroleum products,Total transportation,Per capita,0.07
2019,Nova Scotia,Total refined petroleum products,Agriculture,Per capita,0.0
2019,Nova Scotia,Total refined petroleum products,Residential,Per capita,0.02
2019,Nova Scotia,Total refined petroleum products,Public administration,Per capita,0.0
2019,Nova Scotia,Total refined petroleum products,Commercial and other institutional,Per capita,0.0
2015,Nunavut,Total primary and secondary energy,"Energy use, final demand",Per capita,0.2
2015,Nunavut,Total primary and secondary energy,Total industrial,Per capita,0.04
2015,Nunavut,Total primary and secondary energy,Total transportation,Per capita,0.12
2015,Nunavut,Total primary and secondary energy,Agriculture,Per capita,0.0
2015,Nunavut,Total primary and secondary energy,Residential,Per capita,0.01
2015,Nunavut,Total primary and secondary energy,Public administration,Per capita,0.01
2015,Nunavut,Total primary and secondary energy,Commercial and other institutional,Per capita,0.02
2015,Nunavut,Hydroelectricity,"Energy use, final demand",Per capita,0.01
2015,Nunavut,Hydroelectricity,Residential,Per capita,0.01
2015,Nunavut,Hydroelectricity,Public administration,Per capita,0.0
2015,Nunavut,Hydroelectricity,Commercial and other institutional,Per capita,0.0
2015,Nunavut,Total refined petroleum products,"Energy use, final demand",Per capita,0.19
2015,Nunavut,Total refined petroleum products,Total industrial,Per capita,0.04
2015,Nunavut,Total refined petroleum products,Total transportation,Per capita,0.12
2015,Nunavut,Total refined petroleum products,Agriculture,Per capita,0.0
2015,Nunavut,Total refined petroleum products,Public administration,Per capita,0.01
2015,Nunavut,Total refined petroleum products,Commercial and other institutional,Per capita,0.02
2016,Nunavut,Total primary and secondary energy,"Energy use, final demand",Per capita,0.19
2016,Nunavut,Total primary and secondary energy,Total industrial,Per capita,0.06
2016,Nunavut,Total primary and secondary energy,Total transportation,Per capita,0.08
2016,Nunavut,Total primary and secondary energy,Agriculture,Per capita,0.01
2016,Nunavut,Total primary and secondary energy,Residential,Per capita,0.01
2016,Nunavut,Total primary and secondary energy,Public administration,Per capita,0.01
2016,Nunavut,Total primary and secondary energy,Commercial and other institutional,Per capita,0.03
2016,Nunavut,Hydroelectricity,"Energy use, final demand",Per capita,0.02
2016,Nunavut,Hydroelectricity,Residential,Per capita,0.01
2016,Nunavut,Hydroelectricity,Public administration,Per capita,0.0
2016,Nunavut,Hydroelectricity,Commercial and other institutional,Per capita,0.01
2016,Nunavut,Total refined petroleum products,"Energy use, final demand",Per capita,0.17
2016,Nunavut,Total refined petroleum products,Total industrial,Per capita,0.06
2016,Nunavut,Total refined petroleum products,Total transportation,Per capita,0.08
2016,Nunavut,Total refined petroleum products,Agriculture,Per capita,0.01
2016,Nunavut,Total refined petroleum products,Public administration,Per capita,0.01
2016,Nunavut,Total refined petroleum products,Commercial and other institutional,Per capita,0.02
2017,Nunavut,Total primary and secondary energy,"Energy use, final demand",Per capita,0.17
2017,Nunavut,Total primary and secondary energy,Total industrial,Per capita,0.05
2017,Nunavut,Total primary and secondary energy,Total transportation,Per capita,0.07
2017,Nunavut,Total primary and secondary energy,Agriculture,Per capita,0.0
2017,Nunavut,Total primary and secondary energy,Residential,Per capita,0.01
2017,Nunavut,Total primary and secondary energy,Public administration,Per capita,0.01
2017,Nunavut,Total primary and secondary energy,Commercial and other institutional,Per capita,0.03
2017,Nunavut,Hydroelectricity,"Energy use, final demand",Per capita,0.02
2017,Nunavut,Hydroelectricity,Residential,Per capita,0.01
2017,Nunavut,Hydroelectricity,Public administration,Per capita,0.0
2017,Nunavut,Hydroelectricity,Commercial and other institutional,Per capita,0.01
2017,Nunavut,Total refined petroleum products,"Energy use, final demand",Per capita,0.15
2017,Nunavut,Total refined petroleum products,Total industrial,Per capita,0.05
2017,Nunavut,Total refined petroleum products,Total transportation,Per capita,0.07
2017,Nunavut,Total refined petroleum products,Agriculture,Per capita,0.0
2017,Nunavut,Total refined petroleum products,Public administration,Per capita,0.01
2017,Nunavut,Total refined petroleum products,Commercial and other institutional,Per capita,0.02
2018,Nunavut,Total primary and secondary energy,"Energy use, final demand",Per capita,0.15
2018,Nunavut,Total primary and secondary energy,Total industrial,Per capita,0.05
2018,Nunavut,Total primary and secondary energy,Total transportation,Per capita,0.06
2018,Nunavut,Total primary and secondary energy,Agriculture,Per capita,0.0
2018,Nunavut,Total primary and secondary energy,Residential,Per capita,0.01
2018,Nunavut,Total primary and secondary energy,Public administration,Per capita,0.01
2018,Nunavut,Total primary and secondary energy,Commercial and other institutional,Per capita,0.02
2018,Nunavut,Hydroelectricity,"Energy use, final demand",Per capita,0.02
2018,Nunavut,Hydroelectricity,Residential,Per capita,0.01
2018,Nunavut,Hydroelectricity,Public administration,Per capita,0.0
2018,Nunavut,Hydroelectricity,Commercial and other institutional,Per capita,0.01
2018,Nunavut,Total refined petroleum products,"Energy use, final demand",Per capita,0.14
2018,Nunavut,Total refined petroleum products,Total industrial,Per capita,0.05
2018,Nunavut,Total refined petroleum products,Total transportation,Per capita,0.06
2018,Nunavut,Total refined petroleum products,Agriculture,Per capita,0.0
2018,Nunavut,Total refined petroleum products,Public administration,Per capita,0.01
2018,Nunavut,Total refined petroleum products,Commercial and other institutional,Per capita,0.01
2019,Nunavut,Total primary and secondary energy,"Energy use, final demand",Per capita,0.14
2019,Nunavut,Total primary and secondary energy,Total industrial,Per capita,0.04
2019,Nunavut,Total primary and secondary energy,Total transportation,Per capita,0.06
2019,Nunavut,Total primary and secondary energy,Agriculture,Per capita,0.0
2019,Nunavut,Total primary and secondary energy,Residential,Per capita,0.01
2019,Nunavut,Total primary and secondary energy,Public administration,Per capita,0.01
2019,Nunavut,Total primary and secondary energy,Commercial and other institutional,Per capita,0.02
2019,Nunavut,Hydroelectricity,"Energy use, final demand",Per capita,0.02
2019,Nunavut,Hydroelectricity,Total industrial,Per capita,0.0
2019,Nunavut,Hydroelectricity,Residential,Per capita,0.01
2019,Nunavut,Hydroelectricity,Public administration,Per capita,0.0
2019,Nunavut,Hydroelectricity,Commercial and other institutional,Per capita,0.01
2019,Nunavut,Total refined petroleum products,"Energy use, final demand",Per capita,0.13
2019,Nunavut,Total refined petroleum products,Total industrial,Per capita,0.04
2019,Nunavut,Total refined petroleum products,Total transportation,Per capita,0.06
2019,Nunavut,Total refined petroleum products,Agriculture,Per capita,0.0
2019,Nunavut,Total refined petroleum products,Public administration,Per capita,0.01
2019,Nunavut,Total refined petroleum products,Commercial and other institutional,Per capita,0.01
2015,Ontario,Total primary and secondary energy,"Energy use, final demand",Per capita,0.18
2015,Ontario,Total primary and secondary energy,Total industrial,Per capita,0.04
2015,Ontario,Total primary and secondary energy,Total transportation,Per capita,0.06
2015,Ontario,Total primary and secondary energy,Agriculture,Per capita,0.0
2015,Ontario,Total primary and secondary energy,Residential,Per capita,0.04
2015,Ontario,Total primary and secondary energy,Public administration,Per capita,0.0
2015,Ontario,Total primary and secondary energy,Commercial and other institutional,Per capita,0.03
2015,Ontario,Natural gas,"Energy use, final demand",Per capita,0.07
2015,Ontario,Natural gas,Total industrial,Per capita,0.02
2015,Ontario,Natural gas,Total transportation,Per capita,0.0
2015,Ontario,Natural gas,Agriculture,Per capita,0.0
2015,Ontario,Natural gas,Residential,Per capita,0.03
2015,Ontario,Natural gas,Public administration,Per capita,0.0
2015,Ontario,Natural gas,Commercial and other institutional,Per capita,0.02
2015,Ontario,Gas plant natural gas liquids (NGL's),"Energy use, final demand",Per capita,0.0
2015,Ontario,Gas plant natural gas liquids (NGL's),Total industrial,Per capita,0.0
2015,Ontario,Gas plant natural gas liquids (NGL's),Total transportation,Per capita,0.0
2015,Ontario,Gas plant natural gas liquids (NGL's),Agriculture,Per capita,0.0
2015,Ontario,Gas plant natural gas liquids (NGL's),Residential,Per capita,0.0
2015,Ontario,Gas plant natural gas liquids (NGL's),Commercial and other institutional,Per capita,0.0
