"Year","Geography","Education attainment level","Gender","Population characteristics","Age group","GeoCode","Value"
"2021","Canada","Tertiary education","Men+","Total population","30 to 34 years",,60
"2021","Canada","Tertiary education","Women+","Total population","30 to 34 years",,76
"2021","Canada","Tertiary education","Total - Gender","Total population","35 to 44 years",,67
"2021","Canada","Tertiary education","Men+","Total population","35 to 44 years",,59
"2021","Canada","Tertiary education","Women+","Total population","35 to 44 years",,75
"2021","Canada","Tertiary education","Total - Gender","Total population","45 to 54 years",,63
"2021","Canada","Tertiary education","Men+","Total population","45 to 54 years",,57
"2021","Canada","Tertiary education","Women+","Total population","45 to 54 years",,69
"2021","Canada","Tertiary education","Total - Gender","Total population","55 to 64 years",,51
"2021","Canada","Tertiary education","Men+","Total population","55 to 64 years",,48
"2021","Canada","Tertiary education","Women+","Total population","55 to 64 years",,55
"2021","Canada","Short-cycle tertiary","Total - Gender","Total population","Total, 25 to 64 years",,26
"2021","Canada","Short-cycle tertiary","Men+","Total population","Total, 25 to 64 years",,23
"2021","Canada","Short-cycle tertiary","Women+","Total population","Total, 25 to 64 years",,30
"2021","Canada","Short-cycle tertiary","Total - Gender","Total population","25 to 34 years",,24
"2021","Canada","Short-cycle tertiary","Men+","Total population","25 to 34 years",,22
"2021","Canada","Short-cycle tertiary","Women+","Total population","25 to 34 years",,27
"2021","Canada","Short-cycle tertiary","Total - Gender","Total population","30 to 34 years",,24
"2021","Canada","Short-cycle tertiary","Men+","Total population","30 to 34 years",,22
"2021","Canada","Short-cycle tertiary","Women+","Total population","30 to 34 years",,26
"2021","Canada","Short-cycle tertiary","Total - Gender","Total population","35 to 44 years",,27
"2021","Canada","Short-cycle tertiary","Men+","Total population","35 to 44 years",,23
"2021","Canada","Short-cycle tertiary","Women+","Total population","35 to 44 years",,30
"2021","Canada","Short-cycle tertiary","Total - Gender","Total population","45 to 54 years",,28
"2021","Canada","Short-cycle tertiary","Men+","Total population","45 to 54 years",,24
"2021","Canada","Short-cycle tertiary","Women+","Total population","45 to 54 years",,32
"2021","Canada","Short-cycle tertiary","Total - Gender","Total population","55 to 64 years",,26
"2021","Canada","Short-cycle tertiary","Men+","Total population","55 to 64 years",,23
"2021","Canada","Short-cycle tertiary","Women+","Total population","55 to 64 years",,30
"2021","Canada","Bachelor's level","Total - Gender","Total population","Total, 25 to 64 years",,24
"2021","Canada","Bachelor's level","Men+","Total population","Total, 25 to 64 years",,22
"2021","Canada","Bachelor's level","Women+","Total population","Total, 25 to 64 years",,26
"2021","Canada","Bachelor's level","Total - Gender","Total population","25 to 34 years",,30
"2021","Canada","Bachelor's level","Men+","Total population","25 to 34 years",,26
"2021","Canada","Bachelor's level","Women+","Total population","25 to 34 years",,34
"2021","Canada","Bachelor's level","Total - Gender","Total population","30 to 34 years",,29
"2021","Canada","Bachelor's level","Men+","Total population","30 to 34 years",,25
"2021","Canada","Bachelor's level","Women+","Total population","30 to 34 years",,33
"2021","Canada","Bachelor's level","Total - Gender","Total population","35 to 44 years",,26
"2021","Canada","Bachelor's level","Men+","Total population","35 to 44 years",,23
"2021","Canada","Bachelor's level","Women+","Total population","35 to 44 years",,29
"2021","Canada","Bachelor's level","Total - Gender","Total population","45 to 54 years",,24
"2021","Canada","Bachelor's level","Men+","Total population","45 to 54 years",,22
"2021","Canada","Bachelor's level","Women+","Total population","45 to 54 years",,26
"2021","Canada","Bachelor's level","Total - Gender","Total population","55 to 64 years",,17
"2021","Canada","Bachelor's level","Men+","Total population","55 to 64 years",,16
"2021","Canada","Bachelor's level","Women+","Total population","55 to 64 years",,17
"2021","Canada","Master's or Doctoral level","Total - Gender","Total population","Total, 25 to 64 years",,11
"2021","Canada","Master's or Doctoral level","Men+","Total population","Total, 25 to 64 years",,11
"2021","Canada","Master's or Doctoral level","Women+","Total population","Total, 25 to 64 years",,12
"2021","Canada","Master's or Doctoral level","Total - Gender","Total population","25 to 34 years",,12
"2021","Canada","Master's or Doctoral level","Men+","Total population","25 to 34 years",,10
"2021","Canada","Master's or Doctoral level","Women+","Total population","25 to 34 years",,14
"2021","Canada","Master's or Doctoral level","Total - Gender","Total population","30 to 34 years",,14
"2021","Canada","Master's or Doctoral level","Men+","Total population","30 to 34 years",,12
"2021","Canada","Master's or Doctoral level","Women+","Total population","30 to 34 years",,17
"2021","Canada","Master's or Doctoral level","Total - Gender","Total population","35 to 44 years",,14
"2021","Canada","Master's or Doctoral level","Men+","Total population","35 to 44 years",,13
"2021","Canada","Master's or Doctoral level","Women+","Total population","35 to 44 years",,15
"2021","Canada","Master's or Doctoral level","Total - Gender","Total population","45 to 54 years",,11
"2021","Canada","Master's or Doctoral level","Men+","Total population","45 to 54 years",,11
"2021","Canada","Master's or Doctoral level","Women+","Total population","45 to 54 years",,11
"2021","Canada","Master's or Doctoral level","Total - Gender","Total population","55 to 64 years",,8
"2021","Canada","Master's or Doctoral level","Men+","Total population","55 to 64 years",,9
"2021","Canada","Master's or Doctoral level","Women+","Total population","55 to 64 years",,7
"2021","Newfoundland and Labrador","Tertiary education","Total - Gender","Total population","Total, 25 to 64 years",10,54
"2021","Newfoundland and Labrador","Tertiary education","Men+","Total population","Total, 25 to 64 years",10,46
"2021","Newfoundland and Labrador","Tertiary education","Women+","Total population","Total, 25 to 64 years",10,62
"2021","Newfoundland and Labrador","Tertiary education","Total - Gender","Total population","25 to 34 years",10,60
"2021","Newfoundland and Labrador","Tertiary education","Men+","Total population","25 to 34 years",10,48
"2021","Newfoundland and Labrador","Tertiary education","Women+","Total population","25 to 34 years",10,73
"2021","Newfoundland and Labrador","Tertiary education","Total - Gender","Total population","30 to 34 years",10,61
"2021","Newfoundland and Labrador","Tertiary education","Men+","Total population","30 to 34 years",10,48
"2021","Newfoundland and Labrador","Tertiary education","Women+","Total population","30 to 34 years",10,74
"2021","Newfoundland and Labrador","Tertiary education","Total - Gender","Total population","35 to 44 years",10,64
"2021","Newfoundland and Labrador","Tertiary education","Men+","Total population","35 to 44 years",10,53
"2021","Newfoundland and Labrador","Tertiary education","Women+","Total population","35 to 44 years",10,74
"2021","Newfoundland and Labrador","Tertiary education","Total - Gender","Total population","45 to 54 years",10,55
"2021","Newfoundland and Labrador","Tertiary education","Men+","Total population","45 to 54 years",10,49
"2021","Newfoundland and Labrador","Tertiary education","Women+","Total population","45 to 54 years",10,60
"2021","Newfoundland and Labrador","Tertiary education","Total - Gender","Total population","55 to 64 years",10,43
"2021","Newfoundland and Labrador","Tertiary education","Men+","Total population","55 to 64 years",10,38
"2021","Newfoundland and Labrador","Tertiary education","Women+","Total population","55 to 64 years",10,48
"2021","Newfoundland and Labrador","Short-cycle tertiary","Total - Gender","Total population","Total, 25 to 64 years",10,33
"2021","Newfoundland and Labrador","Short-cycle tertiary","Men+","Total population","Total, 25 to 64 years",10,28
"2021","Newfoundland and Labrador","Short-cycle tertiary","Women+","Total population","Total, 25 to 64 years",10,37
"2021","Newfoundland and Labrador","Short-cycle tertiary","Total - Gender","Total population","25 to 34 years",10,31
"2021","Newfoundland and Labrador","Short-cycle tertiary","Men+","Total population","25 to 34 years",10,28
"2021","Newfoundland and Labrador","Short-cycle tertiary","Women+","Total population","25 to 34 years",10,35
"2021","Newfoundland and Labrador","Short-cycle tertiary","Total - Gender","Total population","30 to 34 years",10,32
"2021","Newfoundland and Labrador","Short-cycle tertiary","Men+","Total population","30 to 34 years",10,30
"2021","Newfoundland and Labrador","Short-cycle tertiary","Women+","Total population","30 to 34 years",10,35
"2021","Newfoundland and Labrador","Short-cycle tertiary","Total - Gender","Total population","35 to 44 years",10,37
"2021","Newfoundland and Labrador","Short-cycle tertiary","Men+","Total population","35 to 44 years",10,32
"2021","Newfoundland and Labrador","Short-cycle tertiary","Women+","Total population","35 to 44 years",10,41
"2021","Newfoundland and Labrador","Short-cycle tertiary","Total - Gender","Total population","45 to 54 years",10,35
"2021","Newfoundland and Labrador","Short-cycle tertiary","Men+","Total population","45 to 54 years",10,31
"2021","Newfoundland and Labrador","Short-cycle tertiary","Women+","Total population","45 to 54 years",10,39
"2021","Newfoundland and Labrador","Short-cycle tertiary","Total - Gender","Total population","55 to 64 years",10,28
"2021","Newfoundland and Labrador","Short-cycle tertiary","Men+","Total population","55 to 64 years",10,23
"2021","Newfoundland and Labrador","Short-cycle tertiary","Women+","Total population","55 to 64 years",10,33
"2021","Newfoundland and Labrador","Bachelor's level","Total - Gender","Total population","Total, 25 to 64 years",10,13
"2021","Newfoundland and Labrador","Bachelor's level","Men+","Total population","Total, 25 to 64 years",10,12
"2021","Newfoundland and Labrador","Bachelor's level","Women+","Total population","Total, 25 to 64 years",10,15
"2021","Newfoundland and Labrador","Bachelor's level","Total - Gender","Total population","25 to 34 years",10,20
"2021","Newfoundland and Labrador","Bachelor's level","Men+","Total population","25 to 34 years",10,14
"2021","Newfoundland and Labrador","Bachelor's level","Women+","Total population","25 to 34 years",10,26
"2021","Newfoundland and Labrador","Bachelor's level","Total - Gender","Total population","30 to 34 years",10,17
"2021","Newfoundland and Labrador","Bachelor's level","Men+","Total population","30 to 34 years",10,11
"2021","Newfoundland and Labrador","Bachelor's level","Women+","Total population","30 to 34 years",10,24
"2021","Newfoundland and Labrador","Bachelor's level","Total - Gender","Total population","35 to 44 years",10,17
"2021","Newfoundland and Labrador","Bachelor's level","Men+","Total population","35 to 44 years",10,14
"2021","Newfoundland and Labrador","Bachelor's level","Women+","Total population","35 to 44 years",10,21
"2021","Newfoundland and Labrador","Bachelor's level","Total - Gender","Total population","45 to 54 years",10,11
"2021","Newfoundland and Labrador","Bachelor's level","Men+","Total population","45 to 54 years",10,11
"2021","Newfoundland and Labrador","Bachelor's level","Women+","Total population","45 to 54 years",10,11
