"Year","Geography","Industries","Environmental management practices","GeoCode","Value","Environmental protection activities"
"2021","Prince Edward Island","Total, industries",,11,49.6,"Wastewater management"
"2021","Prince Edward Island","Total, industries",,11,5.3,"Air pollution management"
"2021","Prince Edward Island","Total, industries",,11,4.4,"Protection and remediation of soil, groundwater and surface water"
"2021","Prince Edward Island","Total, industries",,11,,"Protection of biodiversity and habitat"
"2021","Prince Edward Island","Total, industries",,11,,"Noise and vibration abatement"
"2021","Prince Edward Island","Total, industries",,11,0,"Protection against radiation"
"2021","Prince Edward Island","Total, industries",,11,10.6,"Environmental charges"
"2021","Prince Edward Island","Total, industries",,11,,"Clean vehicles and transportation technologies"
"2021","Prince Edward Island","Total, industries",,11,7.1,"Other environmental protection activities"
"2021","Nova Scotia","Total, industries",,12,80,"Total, environmental protection activities"
"2021","Nova Scotia","Total, industries",,12,78.8,"Solid waste management"
"2021","Nova Scotia","Total, industries",,12,48.8,"Wastewater management"
"2021","Nova Scotia","Total, industries",,12,9.9,"Air pollution management"
"2021","Nova Scotia","Total, industries",,12,6.6,"Protection and remediation of soil, groundwater and surface water"
"2021","Nova Scotia","Total, industries",,12,2.8,"Protection of biodiversity and habitat"
"2021","Nova Scotia","Total, industries",,12,1.7,"Noise and vibration abatement"
"2021","Nova Scotia","Total, industries",,12,0,"Protection against radiation"
"2021","Nova Scotia","Total, industries",,12,13.3,"Environmental charges"
"2021","Nova Scotia","Total, industries",,12,,"Clean vehicles and transportation technologies"
"2021","Nova Scotia","Total, industries",,12,6.1,"Other environmental protection activities"
"2021","New Brunswick","Total, industries",,13,89.7,"Total, environmental protection activities"
"2021","New Brunswick","Total, industries",,13,88.3,"Solid waste management"
"2021","New Brunswick","Total, industries",,13,64.8,"Wastewater management"
"2021","New Brunswick","Total, industries",,13,11.1,"Air pollution management"
"2021","New Brunswick","Total, industries",,13,11.6,"Protection and remediation of soil, groundwater and surface water"
"2021","New Brunswick","Total, industries",,13,5.3,"Protection of biodiversity and habitat"
"2021","New Brunswick","Total, industries",,13,3.2,"Noise and vibration abatement"
"2021","New Brunswick","Total, industries",,13,,"Protection against radiation"
"2021","New Brunswick","Total, industries",,13,16.9,"Environmental charges"
"2021","New Brunswick","Total, industries",,13,,"Clean vehicles and transportation technologies"
"2021","New Brunswick","Total, industries",,13,8.9,"Other environmental protection activities"
"2021","Quebec","Total, industries",,24,86.2,"Total, environmental protection activities"
"2021","Quebec","Total, industries",,24,84.8,"Solid waste management"
"2021","Quebec","Total, industries",,24,67.8,"Wastewater management"
"2021","Quebec","Total, industries",,24,23.2,"Air pollution management"
"2021","Quebec","Total, industries",,24,14.7,"Protection and remediation of soil, groundwater and surface water"
"2021","Quebec","Total, industries",,24,8.7,"Protection of biodiversity and habitat"
"2021","Quebec","Total, industries",,24,11.4,"Noise and vibration abatement"
"2021","Quebec","Total, industries",,24,7.8,"Protection against radiation"
"2021","Quebec","Total, industries",,24,14.9,"Environmental charges"
"2021","Quebec","Total, industries",,24,5.1,"Clean vehicles and transportation technologies"
"2021","Quebec","Total, industries",,24,14,"Other environmental protection activities"
"2021","Ontario","Total, industries",,35,87.2,"Total, environmental protection activities"
"2021","Ontario","Total, industries",,35,85,"Solid waste management"
"2021","Ontario","Total, industries",,35,57.5,"Wastewater management"
"2021","Ontario","Total, industries",,35,14.5,"Air pollution management"
"2021","Ontario","Total, industries",,35,8.3,"Protection and remediation of soil, groundwater and surface water"
"2021","Ontario","Total, industries",,35,1.8,"Protection of biodiversity and habitat"
"2021","Ontario","Total, industries",,35,9.7,"Noise and vibration abatement"
"2021","Ontario","Total, industries",,35,0.9,"Protection against radiation"
"2021","Ontario","Total, industries",,35,13.7,"Environmental charges"
"2021","Ontario","Total, industries",,35,2.5,"Clean vehicles and transportation technologies"
"2021","Ontario","Total, industries",,35,8.9,"Other environmental protection activities"
"2021","Prairie provinces","Total, industries",,,85,"Total, environmental protection activities"
"2021","Prairie provinces","Total, industries",,,82.2,"Solid waste management"
"2021","Prairie provinces","Total, industries",,,64.8,"Wastewater management"
"2021","Prairie provinces","Total, industries",,,16.1,"Air pollution management"
"2021","Prairie provinces","Total, industries",,,14.3,"Protection and remediation of soil, groundwater and surface water"
"2021","Prairie provinces","Total, industries",,,5.9,"Protection of biodiversity and habitat"
"2021","Prairie provinces","Total, industries",,,4.7,"Noise and vibration abatement"
"2021","Prairie provinces","Total, industries",,,0.6,"Protection against radiation"
"2021","Prairie provinces","Total, industries",,,10.1,"Environmental charges"
"2021","Prairie provinces","Total, industries",,,0.9,"Clean vehicles and transportation technologies"
"2021","Prairie provinces","Total, industries",,,9.7,"Other environmental protection activities"
"2021","Manitoba","Total, industries",,46,84.9,"Total, environmental protection activities"
"2021","Manitoba","Total, industries",,46,82.7,"Solid waste management"
"2021","Manitoba","Total, industries",,46,66.4,"Wastewater management"
"2021","Manitoba","Total, industries",,46,11.8,"Air pollution management"
"2021","Manitoba","Total, industries",,46,5.6,"Protection and remediation of soil, groundwater and surface water"
"2021","Manitoba","Total, industries",,46,1.3,"Protection of biodiversity and habitat"
"2021","Manitoba","Total, industries",,46,1.9,"Noise and vibration abatement"
"2021","Manitoba","Total, industries",,46,,"Protection against radiation"
"2021","Manitoba","Total, industries",,46,11.4,"Environmental charges"
"2021","Manitoba","Total, industries",,46,1.2,"Clean vehicles and transportation technologies"
"2021","Manitoba","Total, industries",,46,9.3,"Other environmental protection activities"
"2021","Saskatchewan","Total, industries",,47,89.7,"Total, environmental protection activities"
"2021","Saskatchewan","Total, industries",,47,88.7,"Solid waste management"
"2021","Saskatchewan","Total, industries",,47,76.4,"Wastewater management"
"2021","Saskatchewan","Total, industries",,47,18.4,"Air pollution management"
"2021","Saskatchewan","Total, industries",,47,15.8,"Protection and remediation of soil, groundwater and surface water"
"2021","Saskatchewan","Total, industries",,47,7.2,"Protection of biodiversity and habitat"
"2021","Saskatchewan","Total, industries",,47,2.3,"Noise and vibration abatement"
"2021","Saskatchewan","Total, industries",,47,,"Protection against radiation"
"2021","Saskatchewan","Total, industries",,47,10.8,"Environmental charges"
"2021","Saskatchewan","Total, industries",,47,1,"Clean vehicles and transportation technologies"
"2021","Saskatchewan","Total, industries",,47,11.8,"Other environmental protection activities"
"2021","Alberta","Total, industries",,48,84,"Total, environmental protection activities"
"2021","Alberta","Total, industries",,48,80.7,"Solid waste management"
"2021","Alberta","Total, industries",,48,61.8,"Wastewater management"
"2021","Alberta","Total, industries",,48,16.7,"Air pollution management"
"2021","Alberta","Total, industries",,48,16.1,"Protection and remediation of soil, groundwater and surface water"
"2021","Alberta","Total, industries",,48,6.7,"Protection of biodiversity and habitat"
"2021","Alberta","Total, industries",,48,5.9,"Noise and vibration abatement"
"2021","Alberta","Total, industries",,48,0.7,"Protection against radiation"
"2021","Alberta","Total, industries",,48,9.7,"Environmental charges"
"2021","Alberta","Total, industries",,48,0.8,"Clean vehicles and transportation technologies"
"2021","Alberta","Total, industries",,48,9.4,"Other environmental protection activities"
"2021","British Columbia","Total, industries",,59,87.3,"Total, environmental protection activities"
"2021","British Columbia","Total, industries",,59,84.8,"Solid waste management"
"2021","British Columbia","Total, industries",,59,53.7,"Wastewater management"
"2021","British Columbia","Total, industries",,59,12.1,"Air pollution management"
"2021","British Columbia","Total, industries",,59,8.1,"Protection and remediation of soil, groundwater and surface water"
"2021","British Columbia","Total, industries",,59,3.8,"Protection of biodiversity and habitat"
"2021","British Columbia","Total, industries",,59,2.9,"Noise and vibration abatement"
"2021","British Columbia","Total, industries",,59,0.2,"Protection against radiation"
"2021","British Columbia","Total, industries",,59,12.1,"Environmental charges"
"2021","British Columbia","Total, industries",,59,1.8,"Clean vehicles and transportation technologies"
"2021","British Columbia","Total, industries",,59,5.8,"Other environmental protection activities"
"2021","Territories","Total, industries",,,87.1,"Total, environmental protection activities"
"2021","Territories","Total, industries",,,80,"Solid waste management"
"2021","Territories","Total, industries",,,75.7,"Wastewater management"
"2021","Territories","Total, industries",,,20,"Air pollution management"
"2021","Territories","Total, industries",,,21.4,"Protection and remediation of soil, groundwater and surface water"
"2021","Territories","Total, industries",,,17.1,"Protection of biodiversity and habitat"
"2021","Territories","Total, industries",,,12.9,"Noise and vibration abatement"
"2021","Territories","Total, industries",,,,"Protection against radiation"
"2021","Territories","Total, industries",,,27.1,"Environmental charges"
"2021","Territories","Total, industries",,,,"Clean vehicles and transportation technologies"
"2021","Territories","Total, industries",,,24.3,"Other environmental protection activities"
"2022","Canada","Total, industries",,,84.5,"Solid waste management"
"2022","Canada","Total, industries",,,63.7,"Wastewater management"
"2022","Canada","Total, industries",,,15.2,"Air pollution management"
"2022","Canada","Total, industries",,,7.4,"Protection and remediation of soil, groundwater and surface water"
"2022","Canada","Total, industries",,,2.9,"Protection of biodiversity and habitat"
