Year,Units,data.Geography,data.Offences,data.Age of accused,data.Sex of accused,GeoCode,Value
2016/2017,data.Youth courts,data.Canada,data.Total Criminal Code,"data.Total, age of accused",data.Sex unknown,,155
2016/2017,data.Youth courts,data.Canada,data.Total Criminal Code,data.12 to 15 years,"data.Total, sex of accused",,155
2016/2017,data.Youth courts,data.Canada,data.Total Criminal Code,data.12 to 15 years,data.Males,,155
2016/2017,data.Youth courts,data.Canada,data.Total Criminal Code,data.12 to 15 years,data.Females,,147
2016/2017,data.Youth courts,data.Canada,data.Total Criminal Code,data.12 to 15 years,data.Sex unknown,,162
2016/2017,data.Youth courts,data.Canada,data.Total Criminal Code,data.16 and 17 years,"data.Total, sex of accused",,141
2016/2017,data.Youth courts,data.Canada,data.Total Criminal Code,data.16 and 17 years,data.Males,,141
2016/2017,data.Youth courts,data.Canada,data.Total Criminal Code,data.16 and 17 years,data.Females,,136
2016/2017,data.Youth courts,data.Canada,data.Total Criminal Code,data.16 and 17 years,data.Sex unknown,,146
2016/2017,data.Youth courts,data.Canada,data.Total Criminal Code,data.Other ages,"data.Total, sex of accused",,133
2016/2017,data.Youth courts,data.Canada,data.Total Criminal Code,data.Other ages,data.Males,,92
2016/2017,data.Youth courts,data.Canada,data.Total Criminal Code,data.Other ages,data.Females,,78
2016/2017,data.Youth courts,data.Canada,data.Total Criminal Code,data.Other ages,data.Sex unknown,,282
2016/2017,data.Youth courts,data.Canada,data.Total Criminal Code,data.Age not applicable,"data.Total, sex of accused",,1
2016/2017,data.Youth courts,data.Canada,data.Total Criminal Code,data.Age not applicable,data.Company,,1
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,"data.Total, age of accused","data.Total, sex of accused",,182
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,"data.Total, age of accused",data.Males,,183
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,"data.Total, age of accused",data.Females,,169
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,"data.Total, age of accused",data.Company,,0
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,"data.Total, age of accused",data.Sex unknown,,193
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,data.12 to 15 years,"data.Total, sex of accused",,183
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,data.12 to 15 years,data.Males,,189
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,data.12 to 15 years,data.Females,,169
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,data.12 to 15 years,data.Sex unknown,,191
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,data.16 and 17 years,"data.Total, sex of accused",,177
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,data.16 and 17 years,data.Males,,180
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,data.16 and 17 years,data.Females,,169
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,data.16 and 17 years,data.Sex unknown,,186
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,data.Other ages,"data.Total, sex of accused",,183
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,data.Other ages,data.Males,,167
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,data.Other ages,data.Females,,155
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,data.Other ages,data.Sex unknown,,322
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,data.Age not applicable,"data.Total, sex of accused",,0
2016/2017,data.Youth courts,data.Canada,data.Crimes against the person,data.Age not applicable,data.Company,,0
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,"data.Total, age of accused","data.Total, sex of accused",,127
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,"data.Total, age of accused",data.Males,,127
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,"data.Total, age of accused",data.Females,,127
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,"data.Total, age of accused",data.Company,,1
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,"data.Total, age of accused",data.Sex unknown,,146
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,data.12 to 15 years,"data.Total, sex of accused",,132
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,data.12 to 15 years,data.Males,,127
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,data.12 to 15 years,data.Females,,128
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,data.12 to 15 years,data.Sex unknown,,155
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,data.16 and 17 years,"data.Total, sex of accused",,127
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,data.16 and 17 years,data.Males,,127
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,data.16 and 17 years,data.Females,,124
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,data.16 and 17 years,data.Sex unknown,,128
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,data.Other ages,"data.Total, sex of accused",,149
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,data.Other ages,data.Males,,134
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,data.Other ages,data.Females,,71
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,data.Other ages,data.Sex unknown,,282
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,data.Age not applicable,"data.Total, sex of accused",,1
2016/2017,data.Youth courts,data.Canada,data.Crimes against property,data.Age not applicable,data.Company,,1
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,"data.Total, age of accused","data.Total, sex of accused",,92
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,"data.Total, age of accused",data.Males,,86
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,"data.Total, age of accused",data.Females,,108
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,"data.Total, age of accused",data.Company,,0
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,"data.Total, age of accused",data.Sex unknown,,101
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,data.12 to 15 years,"data.Total, sex of accused",,98
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,data.12 to 15 years,data.Males,,92
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,data.12 to 15 years,data.Females,,113
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,data.12 to 15 years,data.Sex unknown,,99
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,data.16 and 17 years,"data.Total, sex of accused",,92
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,data.16 and 17 years,data.Males,,85
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,data.16 and 17 years,data.Females,,109
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,data.16 and 17 years,data.Sex unknown,,101
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,data.Other ages,"data.Total, sex of accused",,63
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,data.Other ages,data.Males,,55
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,data.Other ages,data.Females,,43
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,data.Other ages,data.Sex unknown,,282
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,data.Age not applicable,"data.Total, sex of accused",,0
2016/2017,data.Youth courts,data.Canada,data.Administration of justice,data.Age not applicable,data.Company,,0
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,"data.Total, age of accused","data.Total, sex of accused",,120
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,"data.Total, age of accused",data.Males,,117
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,"data.Total, age of accused",data.Females,,106
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,"data.Total, age of accused",data.Company,,0
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,"data.Total, age of accused",data.Sex unknown,,152
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,data.12 to 15 years,"data.Total, sex of accused",,127
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,data.12 to 15 years,data.Males,,94
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,data.12 to 15 years,data.Females,,145
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,data.12 to 15 years,data.Sex unknown,,225
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,data.16 and 17 years,"data.Total, sex of accused",,117
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,data.16 and 17 years,data.Males,,120
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,data.16 and 17 years,data.Females,,103
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,data.16 and 17 years,data.Sex unknown,,134
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,data.Other ages,"data.Total, sex of accused",,169
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,data.Other ages,data.Males,,169
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,data.Other ages,data.Females,,186
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,data.Other ages,data.Sex unknown,,0
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,data.Age not applicable,"data.Total, sex of accused",,0
2016/2017,data.Youth courts,data.Canada,data.Criminal Code traffic,data.Age not applicable,data.Company,,0
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,"data.Total, age of accused","data.Total, sex of accused",10,161
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,"data.Total, age of accused",data.Males,10,154
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,"data.Total, age of accused",data.Females,10,169
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,"data.Total, age of accused",data.Company,10,0
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,"data.Total, age of accused",data.Sex unknown,10,215
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,data.12 to 15 years,"data.Total, sex of accused",10,183
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,data.12 to 15 years,data.Males,10,170
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,data.12 to 15 years,data.Females,10,183
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,data.12 to 15 years,data.Sex unknown,10,385
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,data.16 and 17 years,"data.Total, sex of accused",10,147
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,data.16 and 17 years,data.Males,10,143
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,data.16 and 17 years,data.Females,10,161
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,data.16 and 17 years,data.Sex unknown,10,145
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,data.Other ages,"data.Total, sex of accused",10,1
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,data.Other ages,data.Males,10,51
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,data.Other ages,data.Females,10,1
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,data.Other ages,data.Sex unknown,10,0
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,data.Age not applicable,"data.Total, sex of accused",10,0
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total offences,data.Age not applicable,data.Company,10,0
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total Criminal Code,"data.Total, age of accused","data.Total, sex of accused",10,163
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total Criminal Code,"data.Total, age of accused",data.Males,10,155
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total Criminal Code,"data.Total, age of accused",data.Females,10,169
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total Criminal Code,"data.Total, age of accused",data.Company,10,0
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total Criminal Code,"data.Total, age of accused",data.Sex unknown,10,291
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total Criminal Code,data.12 to 15 years,"data.Total, sex of accused",10,183
2016/2017,data.Youth courts,data.Newfoundland and Labrador,data.Total Criminal Code,data.12 to 15 years,data.Males,10,172
