"Year","Units","Geography","Economic family type","GeoCode","Value"
"2022","2023 constant dollars","Vancouver, British Columbia","Couples",,108200
"2022","2023 constant dollars","Vancouver, British Columbia","Couples with children",,134400
"2022","2023 constant dollars","Vancouver, British Columbia","Couples with other relatives",,168500
"2022","2023 constant dollars","Vancouver, British Columbia","Lone-parent families",,69800
"2022","2023 constant dollars","Vancouver, British Columbia","Male lone-parent families",,80500
"2022","2023 constant dollars","Vancouver, British Columbia","Female lone-parent families",,67600
"2022","2023 constant dollars","Vancouver, British Columbia","Other non-senior families",,90600
"2022","2023 constant dollars","Vancouver, British Columbia","Persons not in an economic family",,41700
"2022","2023 constant dollars","Vancouver, British Columbia","Seniors not in an economic family",,35500
"2022","2023 constant dollars","Vancouver, British Columbia","Senior males not in an economic family",,37700
"2022","2023 constant dollars","Vancouver, British Columbia","Senior females not in an economic family",,34800
"2022","2023 constant dollars","Vancouver, British Columbia","Non-seniors not in an economic family",,43800
"2022","2023 constant dollars","Vancouver, British Columbia","Non-senior males not in an economic family",,45300
"2022","2023 constant dollars","Vancouver, British Columbia","Non-senior females not in an economic family",,42200
"2023","2023 constant dollars","Canada","Economic families",,104800
"2023","2023 constant dollars","Canada","Senior families",,79700
"2023","2023 constant dollars","Canada","Senior couples",,77100
"2023","2023 constant dollars","Canada","Other senior families",,94000
"2023","2023 constant dollars","Canada","Non-senior families",,113900
"2023","2023 constant dollars","Canada","Couples",,101800
"2023","2023 constant dollars","Canada","Couples with children",,126700
"2023","2023 constant dollars","Canada","Couples with other relatives",,159600
"2023","2023 constant dollars","Canada","Lone-parent families",,65400
"2023","2023 constant dollars","Canada","Male lone-parent families",,74300
"2023","2023 constant dollars","Canada","Female lone-parent families",,63300
"2023","2023 constant dollars","Canada","Other non-senior families",,89700
"2023","2023 constant dollars","Canada","Persons not in an economic family",,40000
"2023","2023 constant dollars","Canada","Seniors not in an economic family",,36400
"2023","2023 constant dollars","Canada","Senior males not in an economic family",,37500
"2023","2023 constant dollars","Canada","Senior females not in an economic family",,36100
"2023","2023 constant dollars","Canada","Non-seniors not in an economic family",,41600
"2023","2023 constant dollars","Canada","Non-senior males not in an economic family",,44100
"2023","2023 constant dollars","Canada","Non-senior females not in an economic family",,39500
"2023","2023 constant dollars","Atlantic provinces","Economic families and persons not in an economic family",,63400
"2023","2023 constant dollars","Atlantic provinces","Economic families",,88700
"2023","2023 constant dollars","Atlantic provinces","Senior families",,68700
"2023","2023 constant dollars","Atlantic provinces","Senior couples",,67900
"2023","2023 constant dollars","Atlantic provinces","Other senior families",,73500
"2023","2023 constant dollars","Atlantic provinces","Non-senior families",,98900
"2023","2023 constant dollars","Atlantic provinces","Couples",,89100
"2023","2023 constant dollars","Atlantic provinces","Couples with children",,113600
"2023","2023 constant dollars","Atlantic provinces","Couples with other relatives",,139300
"2023","2023 constant dollars","Atlantic provinces","Lone-parent families",,56100
"2023","2023 constant dollars","Atlantic provinces","Male lone-parent families",,61200
"2023","2023 constant dollars","Atlantic provinces","Female lone-parent families",,55400
"2023","2023 constant dollars","Atlantic provinces","Other non-senior families",,78000
"2023","2023 constant dollars","Atlantic provinces","Persons not in an economic family",,34600
"2023","2023 constant dollars","Atlantic provinces","Seniors not in an economic family",,30700
"2023","2023 constant dollars","Atlantic provinces","Senior males not in an economic family",,30400
"2023","2023 constant dollars","Atlantic provinces","Senior females not in an economic family",,30800
"2023","2023 constant dollars","Atlantic provinces","Non-seniors not in an economic family",,36800
"2023","2023 constant dollars","Atlantic provinces","Non-senior males not in an economic family",,37700
"2023","2023 constant dollars","Atlantic provinces","Non-senior females not in an economic family",,36100
"2023","2023 constant dollars","Newfoundland and Labrador","Economic families and persons not in an economic family",10,65700
"2023","2023 constant dollars","Newfoundland and Labrador","Economic families",10,90200
"2023","2023 constant dollars","Newfoundland and Labrador","Senior families",10,65900
"2023","2023 constant dollars","Newfoundland and Labrador","Senior couples",10,64600
"2023","2023 constant dollars","Newfoundland and Labrador","Other senior families",10,70300
"2023","2023 constant dollars","Newfoundland and Labrador","Non-senior families",10,103900
"2023","2023 constant dollars","Newfoundland and Labrador","Couples",10,91300
"2023","2023 constant dollars","Newfoundland and Labrador","Couples with children",10,124000
"2023","2023 constant dollars","Newfoundland and Labrador","Couples with other relatives",10,138100
"2023","2023 constant dollars","Newfoundland and Labrador","Lone-parent families",10,53500
"2023","2023 constant dollars","Newfoundland and Labrador","Male lone-parent families",10,52600
"2023","2023 constant dollars","Newfoundland and Labrador","Female lone-parent families",10,54000
"2023","2023 constant dollars","Newfoundland and Labrador","Other non-senior families",10,67000
"2023","2023 constant dollars","Newfoundland and Labrador","Persons not in an economic family",10,33100
"2023","2023 constant dollars","Newfoundland and Labrador","Seniors not in an economic family",10,31100
"2023","2023 constant dollars","Newfoundland and Labrador","Senior males not in an economic family",10,32300
"2023","2023 constant dollars","Newfoundland and Labrador","Senior females not in an economic family",10,30800
"2023","2023 constant dollars","Newfoundland and Labrador","Non-seniors not in an economic family",10,34800
"2023","2023 constant dollars","Newfoundland and Labrador","Non-senior males not in an economic family",10,36900
"2023","2023 constant dollars","Newfoundland and Labrador","Non-senior females not in an economic family",10,33600
"2023","2023 constant dollars","Prince Edward Island","Economic families and persons not in an economic family",11,64500
"2023","2023 constant dollars","Prince Edward Island","Economic families",11,90800
"2023","2023 constant dollars","Prince Edward Island","Senior families",11,73000
"2023","2023 constant dollars","Prince Edward Island","Senior couples",11,72300
"2023","2023 constant dollars","Prince Edward Island","Other senior families",11,82900
"2023","2023 constant dollars","Prince Edward Island","Non-senior families",11,98500
"2023","2023 constant dollars","Prince Edward Island","Couples",11,91300
"2023","2023 constant dollars","Prince Edward Island","Couples with children",11,109200
"2023","2023 constant dollars","Prince Edward Island","Couples with other relatives",11,138500
"2023","2023 constant dollars","Prince Edward Island","Lone-parent families",11,56200
"2023","2023 constant dollars","Prince Edward Island","Male lone-parent families",11,
"2023","2023 constant dollars","Prince Edward Island","Female lone-parent families",11,57800
"2023","2023 constant dollars","Prince Edward Island","Other non-senior families",11,66300
"2023","2023 constant dollars","Prince Edward Island","Persons not in an economic family",11,34000
"2023","2023 constant dollars","Prince Edward Island","Seniors not in an economic family",11,32100
"2023","2023 constant dollars","Prince Edward Island","Senior males not in an economic family",11,31200
"2023","2023 constant dollars","Prince Edward Island","Senior females not in an economic family",11,32100
"2023","2023 constant dollars","Prince Edward Island","Non-seniors not in an economic family",11,35400
"2023","2023 constant dollars","Prince Edward Island","Non-senior males not in an economic family",11,37300
"2023","2023 constant dollars","Prince Edward Island","Non-senior females not in an economic family",11,33600
"2023","2023 constant dollars","Nova Scotia","Economic families and persons not in an economic family",12,62900
"2023","2023 constant dollars","Nova Scotia","Economic families",12,89800
"2023","2023 constant dollars","Nova Scotia","Senior families",12,70000
"2023","2023 constant dollars","Nova Scotia","Senior couples",12,69000
"2023","2023 constant dollars","Nova Scotia","Other senior families",12,76700
"2023","2023 constant dollars","Nova Scotia","Non-senior families",12,99000
"2023","2023 constant dollars","Nova Scotia","Couples",12,87600
"2023","2023 constant dollars","Nova Scotia","Couples with children",12,113600
"2023","2023 constant dollars","Nova Scotia","Couples with other relatives",12,142300
"2023","2023 constant dollars","Nova Scotia","Lone-parent families",12,59000
"2023","2023 constant dollars","Nova Scotia","Male lone-parent families",12,64100
"2023","2023 constant dollars","Nova Scotia","Female lone-parent families",12,58300
"2023","2023 constant dollars","Nova Scotia","Other non-senior families",12,83200
"2023","2023 constant dollars","Nova Scotia","Persons not in an economic family",12,34400
"2023","2023 constant dollars","Nova Scotia","Seniors not in an economic family",12,30400
"2023","2023 constant dollars","Nova Scotia","Senior males not in an economic family",12,29200
"2023","2023 constant dollars","Nova Scotia","Senior females not in an economic family",12,31300
"2023","2023 constant dollars","Nova Scotia","Non-seniors not in an economic family",12,36700
"2023","2023 constant dollars","Nova Scotia","Non-senior males not in an economic family",12,37700
