Year,Units,data.Geography,data.Fuel type,data.Demand characteristics,Value
2019,data.Per capita,data.Quebec,data.Total coal,data.Energy use - final demand,0
2019,data.Per capita,data.Quebec,data.Total coal,data.Total industrial,0
2019,data.Per capita,data.Quebec,data.Natural gas,data.Energy use - final demand,0
2019,data.Per capita,data.Quebec,data.Natural gas,data.Total industrial,0
2019,data.Per capita,data.Quebec,data.Natural gas,data.Total transportation,0
2019,data.Per capita,data.Quebec,data.Natural gas,data.Agriculture,0
2019,data.Per capita,data.Quebec,data.Natural gas,data.Residential,0
2019,data.Per capita,data.Quebec,data.Natural gas,data.Public administration,0
2019,data.Per capita,data.Quebec,data.Natural gas,data.Commercial and other institutional,0
2019,data.Per capita,data.Quebec,data.Gas plant natural gas liquids (NGL's),data.Energy use - final demand,0
2019,data.Per capita,data.Quebec,data.Gas plant natural gas liquids (NGL's),data.Total industrial,0
2019,data.Per capita,data.Quebec,data.Gas plant natural gas liquids (NGL's),data.Total transportation,0
2019,data.Per capita,data.Quebec,data.Gas plant natural gas liquids (NGL's),data.Agriculture,0
2019,data.Per capita,data.Quebec,data.Gas plant natural gas liquids (NGL's),data.Residential,0
2019,data.Per capita,data.Quebec,data.Gas plant natural gas liquids (NGL's),data.Commercial and other institutional,0
2019,data.Per capita,data.Quebec,data.Hydroelectricity,data.Energy use - final demand,0
2019,data.Per capita,data.Quebec,data.Hydroelectricity,data.Total industrial,0
2019,data.Per capita,data.Quebec,data.Hydroelectricity,data.Total transportation,0
2019,data.Per capita,data.Quebec,data.Hydroelectricity,data.Agriculture,0
2019,data.Per capita,data.Quebec,data.Hydroelectricity,data.Residential,0
2019,data.Per capita,data.Quebec,data.Hydroelectricity,data.Public administration,0
2019,data.Per capita,data.Quebec,data.Hydroelectricity,data.Commercial and other institutional,0
2019,data.Per capita,data.Quebec,data.Steam,data.Energy use - final demand,0
2019,data.Per capita,data.Quebec,data.Steam,data.Total industrial,0
2019,data.Per capita,data.Quebec,data.Coke,data.Energy use - final demand,0
2019,data.Per capita,data.Quebec,data.Coke,data.Total industrial,0
2019,data.Per capita,data.Quebec,data.Total refined petroleum products,data.Energy use - final demand,0
2019,data.Per capita,data.Quebec,data.Total refined petroleum products,data.Total industrial,0
2019,data.Per capita,data.Quebec,data.Total refined petroleum products,data.Total transportation,0
2019,data.Per capita,data.Quebec,data.Total refined petroleum products,data.Agriculture,0
2019,data.Per capita,data.Quebec,data.Total refined petroleum products,data.Residential,0
2019,data.Per capita,data.Quebec,data.Total refined petroleum products,data.Public administration,0
2019,data.Per capita,data.Quebec,data.Total refined petroleum products,data.Commercial and other institutional,0
2015,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Energy use - final demand,0
2015,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Total industrial,0
2015,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Total transportation,0
2015,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Agriculture,0
2015,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Residential,0
2015,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Public administration,0
2015,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Commercial and other institutional,0
2015,data.Per capita,data.Saskatchewan,data.Natural gas,data.Energy use - final demand,0
2015,data.Per capita,data.Saskatchewan,data.Natural gas,data.Total industrial,0
2015,data.Per capita,data.Saskatchewan,data.Natural gas,data.Total transportation,0
2015,data.Per capita,data.Saskatchewan,data.Natural gas,data.Agriculture,0
2015,data.Per capita,data.Saskatchewan,data.Natural gas,data.Residential,0
2015,data.Per capita,data.Saskatchewan,data.Natural gas,data.Public administration,0
2015,data.Per capita,data.Saskatchewan,data.Natural gas,data.Commercial and other institutional,0
2015,data.Per capita,data.Saskatchewan,data.Gas plant natural gas liquids (NGL's),data.Energy use - final demand,0
2015,data.Per capita,data.Saskatchewan,data.Gas plant natural gas liquids (NGL's),data.Total industrial,0
2015,data.Per capita,data.Saskatchewan,data.Gas plant natural gas liquids (NGL's),data.Total transportation,0
2015,data.Per capita,data.Saskatchewan,data.Gas plant natural gas liquids (NGL's),data.Agriculture,0
2015,data.Per capita,data.Saskatchewan,data.Gas plant natural gas liquids (NGL's),data.Residential,0
2015,data.Per capita,data.Saskatchewan,data.Gas plant natural gas liquids (NGL's),data.Commercial and other institutional,0
2015,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Energy use - final demand,0
2015,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Total industrial,0
2015,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Total transportation,0
2015,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Agriculture,0
2015,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Residential,0
2015,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Public administration,0
2015,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Commercial and other institutional,0
2015,data.Per capita,data.Saskatchewan,data.Total refined petroleum products,data.Energy use - final demand,0
2015,data.Per capita,data.Saskatchewan,data.Total refined petroleum products,data.Total industrial,0
2015,data.Per capita,data.Saskatchewan,data.Total refined petroleum products,data.Total transportation,0
2015,data.Per capita,data.Saskatchewan,data.Total refined petroleum products,data.Agriculture,0
2015,data.Per capita,data.Saskatchewan,data.Total refined petroleum products,data.Residential,0
2015,data.Per capita,data.Saskatchewan,data.Total refined petroleum products,data.Public administration,0
2015,data.Per capita,data.Saskatchewan,data.Total refined petroleum products,data.Commercial and other institutional,0
2016,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Energy use - final demand,0
2016,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Total industrial,0
2016,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Total transportation,0
2016,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Agriculture,0
2016,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Residential,0
2016,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Public administration,0
2016,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Commercial and other institutional,0
2016,data.Per capita,data.Saskatchewan,data.Natural gas,data.Energy use - final demand,0
2016,data.Per capita,data.Saskatchewan,data.Natural gas,data.Total industrial,0
2016,data.Per capita,data.Saskatchewan,data.Natural gas,data.Total transportation,0
2016,data.Per capita,data.Saskatchewan,data.Natural gas,data.Agriculture,0
2016,data.Per capita,data.Saskatchewan,data.Natural gas,data.Residential,0
2016,data.Per capita,data.Saskatchewan,data.Natural gas,data.Public administration,0
2016,data.Per capita,data.Saskatchewan,data.Natural gas,data.Commercial and other institutional,0
2016,data.Per capita,data.Saskatchewan,data.Gas plant natural gas liquids (NGL's),data.Energy use - final demand,0
2016,data.Per capita,data.Saskatchewan,data.Gas plant natural gas liquids (NGL's),data.Total transportation,0
2016,data.Per capita,data.Saskatchewan,data.Gas plant natural gas liquids (NGL's),data.Agriculture,0
2016,data.Per capita,data.Saskatchewan,data.Gas plant natural gas liquids (NGL's),data.Residential,0
2016,data.Per capita,data.Saskatchewan,data.Gas plant natural gas liquids (NGL's),data.Commercial and other institutional,0
2016,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Energy use - final demand,0
2016,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Total industrial,0
2016,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Total transportation,0
2016,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Agriculture,0
2016,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Residential,0
2016,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Public administration,0
2016,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Commercial and other institutional,0
2016,data.Per capita,data.Saskatchewan,data.Total refined petroleum products,data.Energy use - final demand,0
2016,data.Per capita,data.Saskatchewan,data.Total refined petroleum products,data.Total industrial,0
2016,data.Per capita,data.Saskatchewan,data.Total refined petroleum products,data.Total transportation,0
2016,data.Per capita,data.Saskatchewan,data.Total refined petroleum products,data.Agriculture,0
2016,data.Per capita,data.Saskatchewan,data.Total refined petroleum products,data.Residential,0
2016,data.Per capita,data.Saskatchewan,data.Total refined petroleum products,data.Public administration,0
2016,data.Per capita,data.Saskatchewan,data.Total refined petroleum products,data.Commercial and other institutional,0
2017,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Energy use - final demand,0
2017,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Total industrial,0
2017,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Total transportation,0
2017,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Agriculture,0
2017,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Residential,0
2017,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Public administration,0
2017,data.Per capita,data.Saskatchewan,data.Total primary and secondary energy,data.Commercial and other institutional,0
2017,data.Per capita,data.Saskatchewan,data.Natural gas,data.Energy use - final demand,0
2017,data.Per capita,data.Saskatchewan,data.Natural gas,data.Total industrial,0
2017,data.Per capita,data.Saskatchewan,data.Natural gas,data.Total transportation,0
2017,data.Per capita,data.Saskatchewan,data.Natural gas,data.Agriculture,0
2017,data.Per capita,data.Saskatchewan,data.Natural gas,data.Residential,0
2017,data.Per capita,data.Saskatchewan,data.Natural gas,data.Public administration,0
2017,data.Per capita,data.Saskatchewan,data.Natural gas,data.Commercial and other institutional,0
2017,data.Per capita,data.Saskatchewan,data.Gas plant natural gas liquids (NGL's),data.Energy use - final demand,0
2017,data.Per capita,data.Saskatchewan,data.Gas plant natural gas liquids (NGL's),data.Total transportation,0
2017,data.Per capita,data.Saskatchewan,data.Gas plant natural gas liquids (NGL's),data.Agriculture,0
2017,data.Per capita,data.Saskatchewan,data.Gas plant natural gas liquids (NGL's),data.Commercial and other institutional,0
2017,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Energy use - final demand,0
2017,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Total industrial,0
2017,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Total transportation,0
2017,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Agriculture,0
2017,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Residential,0
2017,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Public administration,0
2017,data.Per capita,data.Saskatchewan,data.Hydroelectricity,data.Commercial and other institutional,0
