Year,Units,Geography,Offences,Age,Sex,Value
2014/2015,Youth courts,Quebec,Administration of justice,Other ages,Females,0
2015/2016,Youth courts,Quebec,Administration of justice,Other ages,Females,0
2016/2017,Youth courts,Quebec,Administration of justice,Other ages,Females,0
2017/2018,Youth courts,Quebec,Administration of justice,Other ages,Females,0
2018/2019,Youth courts,Quebec,Administration of justice,Other ages,Females,0
2014/2015,Youth courts,Quebec,Administration of justice,Other ages,Sex unknown,0
2015/2016,Youth courts,Quebec,Administration of justice,Other ages,Sex unknown,0
2016/2017,Youth courts,Quebec,Administration of justice,Other ages,Sex unknown,0
2017/2018,Youth courts,Quebec,Administration of justice,Other ages,Sex unknown,0
2018/2019,Youth courts,Quebec,Administration of justice,Other ages,Sex unknown,0
2014/2015,Youth courts,Quebec,Administration of justice,Age not applicable,Total,0
2015/2016,Youth courts,Quebec,Administration of justice,Age not applicable,Total,0
2016/2017,Youth courts,Quebec,Administration of justice,Age not applicable,Total,0
2017/2018,Youth courts,Quebec,Administration of justice,Age not applicable,Total,0
2018/2019,Youth courts,Quebec,Administration of justice,Age not applicable,Total,0
2014/2015,Youth courts,Quebec,Administration of justice,Age not applicable,Company,0
2015/2016,Youth courts,Quebec,Administration of justice,Age not applicable,Company,0
2016/2017,Youth courts,Quebec,Administration of justice,Age not applicable,Company,0
2017/2018,Youth courts,Quebec,Administration of justice,Age not applicable,Company,0
2018/2019,Youth courts,Quebec,Administration of justice,Age not applicable,Company,0
2014/2015,Youth courts,Ontario,Total offences,Total,Total,123
2015/2016,Youth courts,Ontario,Total offences,Total,Total,132
2016/2017,Youth courts,Ontario,Total offences,Total,Total,143
2017/2018,Youth courts,Ontario,Total offences,Total,Total,149
2018/2019,Youth courts,Ontario,Total offences,Total,Total,169
2014/2015,Youth courts,Ontario,Total offences,Total,Males,128
2015/2016,Youth courts,Ontario,Total offences,Total,Males,137
2016/2017,Youth courts,Ontario,Total offences,Total,Males,148
2017/2018,Youth courts,Ontario,Total offences,Total,Males,155
2018/2019,Youth courts,Ontario,Total offences,Total,Males,175
2014/2015,Youth courts,Ontario,Total offences,Total,Females,106
2015/2016,Youth courts,Ontario,Total offences,Total,Females,118
2016/2017,Youth courts,Ontario,Total offences,Total,Females,129
2017/2018,Youth courts,Ontario,Total offences,Total,Females,127
2018/2019,Youth courts,Ontario,Total offences,Total,Females,148
2014/2015,Youth courts,Ontario,Total offences,Total,Company,0
2015/2016,Youth courts,Ontario,Total offences,Total,Company,0
2016/2017,Youth courts,Ontario,Total offences,Total,Company,0
2017/2018,Youth courts,Ontario,Total offences,Total,Company,0
2018/2019,Youth courts,Ontario,Total offences,Total,Company,0
2014/2015,Youth courts,Ontario,Total offences,Total,Sex unknown,36
2015/2016,Youth courts,Ontario,Total offences,Total,Sex unknown,85
2016/2017,Youth courts,Ontario,Total offences,Total,Sex unknown,129
2017/2018,Youth courts,Ontario,Total offences,Total,Sex unknown,80
2018/2019,Youth courts,Ontario,Total offences,Total,Sex unknown,75
2014/2015,Youth courts,Ontario,Total offences,12 to 15 years,Total,134
2015/2016,Youth courts,Ontario,Total offences,12 to 15 years,Total,135
2016/2017,Youth courts,Ontario,Total offences,12 to 15 years,Total,153
2017/2018,Youth courts,Ontario,Total offences,12 to 15 years,Total,151
2018/2019,Youth courts,Ontario,Total offences,12 to 15 years,Total,171
2014/2015,Youth courts,Ontario,Total offences,12 to 15 years,Males,141
2015/2016,Youth courts,Ontario,Total offences,12 to 15 years,Males,141
2016/2017,Youth courts,Ontario,Total offences,12 to 15 years,Males,157
2017/2018,Youth courts,Ontario,Total offences,12 to 15 years,Males,161
2018/2019,Youth courts,Ontario,Total offences,12 to 15 years,Males,176
2014/2015,Youth courts,Ontario,Total offences,12 to 15 years,Females,119
2015/2016,Youth courts,Ontario,Total offences,12 to 15 years,Females,125
2016/2017,Youth courts,Ontario,Total offences,12 to 15 years,Females,134
2017/2018,Youth courts,Ontario,Total offences,12 to 15 years,Females,127
2018/2019,Youth courts,Ontario,Total offences,12 to 15 years,Females,155
2014/2015,Youth courts,Ontario,Total offences,12 to 15 years,Sex unknown,21
2015/2016,Youth courts,Ontario,Total offences,12 to 15 years,Sex unknown,92
2016/2017,Youth courts,Ontario,Total offences,12 to 15 years,Sex unknown,169
2017/2018,Youth courts,Ontario,Total offences,12 to 15 years,Sex unknown,82
2018/2019,Youth courts,Ontario,Total offences,12 to 15 years,Sex unknown,284
2014/2015,Youth courts,Ontario,Total offences,16 and 17 years,Total,120
2015/2016,Youth courts,Ontario,Total offences,16 and 17 years,Total,130
2016/2017,Youth courts,Ontario,Total offences,16 and 17 years,Total,141
2017/2018,Youth courts,Ontario,Total offences,16 and 17 years,Total,149
2018/2019,Youth courts,Ontario,Total offences,16 and 17 years,Total,165
2014/2015,Youth courts,Ontario,Total offences,16 and 17 years,Males,127
2015/2016,Youth courts,Ontario,Total offences,16 and 17 years,Males,138
2016/2017,Youth courts,Ontario,Total offences,16 and 17 years,Males,143
2017/2018,Youth courts,Ontario,Total offences,16 and 17 years,Males,155
2018/2019,Youth courts,Ontario,Total offences,16 and 17 years,Males,173
2014/2015,Youth courts,Ontario,Total offences,16 and 17 years,Females,105
2015/2016,Youth courts,Ontario,Total offences,16 and 17 years,Females,113
2016/2017,Youth courts,Ontario,Total offences,16 and 17 years,Females,127
2017/2018,Youth courts,Ontario,Total offences,16 and 17 years,Females,128
2018/2019,Youth courts,Ontario,Total offences,16 and 17 years,Females,139
2014/2015,Youth courts,Ontario,Total offences,16 and 17 years,Sex unknown,88
2015/2016,Youth courts,Ontario,Total offences,16 and 17 years,Sex unknown,77
2016/2017,Youth courts,Ontario,Total offences,16 and 17 years,Sex unknown,74
2017/2018,Youth courts,Ontario,Total offences,16 and 17 years,Sex unknown,89
2018/2019,Youth courts,Ontario,Total offences,16 and 17 years,Sex unknown,378
2014/2015,Youth courts,Ontario,Total offences,Other ages,Total,106
2015/2016,Youth courts,Ontario,Total offences,Other ages,Total,106
2016/2017,Youth courts,Ontario,Total offences,Other ages,Total,78
2017/2018,Youth courts,Ontario,Total offences,Other ages,Total,90
2018/2019,Youth courts,Ontario,Total offences,Other ages,Total,154
2014/2015,Youth courts,Ontario,Total offences,Other ages,Males,109
2015/2016,Youth courts,Ontario,Total offences,Other ages,Males,99
2016/2017,Youth courts,Ontario,Total offences,Other ages,Males,71
2017/2018,Youth courts,Ontario,Total offences,Other ages,Males,92
2018/2019,Youth courts,Ontario,Total offences,Other ages,Males,182
2014/2015,Youth courts,Ontario,Total offences,Other ages,Females,98
2015/2016,Youth courts,Ontario,Total offences,Other ages,Females,125
2016/2017,Youth courts,Ontario,Total offences,Other ages,Females,106
2017/2018,Youth courts,Ontario,Total offences,Other ages,Females,100
2018/2019,Youth courts,Ontario,Total offences,Other ages,Females,119
2014/2015,Youth courts,Ontario,Total offences,Other ages,Sex unknown,19
2015/2016,Youth courts,Ontario,Total offences,Other ages,Sex unknown,99
2016/2017,Youth courts,Ontario,Total offences,Other ages,Sex unknown,91
2017/2018,Youth courts,Ontario,Total offences,Other ages,Sex unknown,1
2018/2019,Youth courts,Ontario,Total offences,Other ages,Sex unknown,13
2014/2015,Youth courts,Ontario,Total offences,Age not applicable,Total,0
2015/2016,Youth courts,Ontario,Total offences,Age not applicable,Total,0
2016/2017,Youth courts,Ontario,Total offences,Age not applicable,Total,0
2017/2018,Youth courts,Ontario,Total offences,Age not applicable,Total,0
2018/2019,Youth courts,Ontario,Total offences,Age not applicable,Total,0
2014/2015,Youth courts,Ontario,Total offences,Age not applicable,Company,0
2015/2016,Youth courts,Ontario,Total offences,Age not applicable,Company,0
2016/2017,Youth courts,Ontario,Total offences,Age not applicable,Company,0
2017/2018,Youth courts,Ontario,Total offences,Age not applicable,Company,0
2018/2019,Youth courts,Ontario,Total offences,Age not applicable,Company,0
2014/2015,Youth courts,Ontario,Total Criminal Code,Total,Total,130
2015/2016,Youth courts,Ontario,Total Criminal Code,Total,Total,140
2016/2017,Youth courts,Ontario,Total Criminal Code,Total,Total,150
2017/2018,Youth courts,Ontario,Total Criminal Code,Total,Total,155
2018/2019,Youth courts,Ontario,Total Criminal Code,Total,Total,172
2014/2015,Youth courts,Ontario,Total Criminal Code,Total,Males,137
2015/2016,Youth courts,Ontario,Total Criminal Code,Total,Males,146
2016/2017,Youth courts,Ontario,Total Criminal Code,Total,Males,155
2017/2018,Youth courts,Ontario,Total Criminal Code,Total,Males,162
2018/2019,Youth courts,Ontario,Total Criminal Code,Total,Males,179
2014/2015,Youth courts,Ontario,Total Criminal Code,Total,Females,108
2015/2016,Youth courts,Ontario,Total Criminal Code,Total,Females,121
2016/2017,Youth courts,Ontario,Total Criminal Code,Total,Females,134
2017/2018,Youth courts,Ontario,Total Criminal Code,Total,Females,134
2018/2019,Youth courts,Ontario,Total Criminal Code,Total,Females,148
2014/2015,Youth courts,Ontario,Total Criminal Code,Total,Company,0
2015/2016,Youth courts,Ontario,Total Criminal Code,Total,Company,0
2016/2017,Youth courts,Ontario,Total Criminal Code,Total,Company,0
2017/2018,Youth courts,Ontario,Total Criminal Code,Total,Company,0
2018/2019,Youth courts,Ontario,Total Criminal Code,Total,Company,0
2014/2015,Youth courts,Ontario,Total Criminal Code,Total,Sex unknown,29
2015/2016,Youth courts,Ontario,Total Criminal Code,Total,Sex unknown,85
2016/2017,Youth courts,Ontario,Total Criminal Code,Total,Sex unknown,111
2017/2018,Youth courts,Ontario,Total Criminal Code,Total,Sex unknown,57
2018/2019,Youth courts,Ontario,Total Criminal Code,Total,Sex unknown,24
2014/2015,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Total,142
2015/2016,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Total,143
2016/2017,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Total,155
2017/2018,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Total,155
2018/2019,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Total,174
2014/2015,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Males,148
2015/2016,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Males,148
2016/2017,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Males,162
2017/2018,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Males,163
2018/2019,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Males,180
2014/2015,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Females,122
2015/2016,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Females,127
2016/2017,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Females,141
2017/2018,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Females,128
2018/2019,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Females,155
2014/2015,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Sex unknown,29
2015/2016,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Sex unknown,180
2016/2017,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Sex unknown,111
2017/2018,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Sex unknown,0
2018/2019,Youth courts,Ontario,Total Criminal Code,12 to 15 years,Sex unknown,143
2014/2015,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Total,128
2015/2016,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Total,140
2016/2017,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Total,147
2017/2018,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Total,155
2018/2019,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Total,170
2014/2015,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Males,136
2015/2016,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Males,147
2016/2017,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Males,149
2017/2018,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Males,162
2018/2019,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Males,178
2014/2015,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Females,106
2015/2016,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Females,117
2016/2017,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Females,134
2017/2018,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Females,136
2018/2019,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Females,141
2014/2015,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Sex unknown,88
2015/2016,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Sex unknown,57
2016/2017,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Sex unknown,74
2017/2018,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Sex unknown,89
2018/2019,Youth courts,Ontario,Total Criminal Code,16 and 17 years,Sex unknown,512
2014/2015,Youth courts,Ontario,Total Criminal Code,Other ages,Total,110
2015/2016,Youth courts,Ontario,Total Criminal Code,Other ages,Total,110
2016/2017,Youth courts,Ontario,Total Criminal Code,Other ages,Total,96
2017/2018,Youth courts,Ontario,Total Criminal Code,Other ages,Total,107
2018/2019,Youth courts,Ontario,Total Criminal Code,Other ages,Total,166
2014/2015,Youth courts,Ontario,Total Criminal Code,Other ages,Males,114
2015/2016,Youth courts,Ontario,Total Criminal Code,Other ages,Males,107
2016/2017,Youth courts,Ontario,Total Criminal Code,Other ages,Males,87
2017/2018,Youth courts,Ontario,Total Criminal Code,Other ages,Males,121
2018/2019,Youth courts,Ontario,Total Criminal Code,Other ages,Males,192
2014/2015,Youth courts,Ontario,Total Criminal Code,Other ages,Females,101
2015/2016,Youth courts,Ontario,Total Criminal Code,Other ages,Females,126
2016/2017,Youth courts,Ontario,Total Criminal Code,Other ages,Females,106
2017/2018,Youth courts,Ontario,Total Criminal Code,Other ages,Females,107
2018/2019,Youth courts,Ontario,Total Criminal Code,Other ages,Females,120
2014/2015,Youth courts,Ontario,Total Criminal Code,Other ages,Sex unknown,1
2015/2016,Youth courts,Ontario,Total Criminal Code,Other ages,Sex unknown,99
2016/2017,Youth courts,Ontario,Total Criminal Code,Other ages,Sex unknown,144
2017/2018,Youth courts,Ontario,Total Criminal Code,Other ages,Sex unknown,1
2018/2019,Youth courts,Ontario,Total Criminal Code,Other ages,Sex unknown,13
2014/2015,Youth courts,Ontario,Total Criminal Code,Age not applicable,Total,0
2015/2016,Youth courts,Ontario,Total Criminal Code,Age not applicable,Total,0
2016/2017,Youth courts,Ontario,Total Criminal Code,Age not applicable,Total,0
2017/2018,Youth courts,Ontario,Total Criminal Code,Age not applicable,Total,0
2018/2019,Youth courts,Ontario,Total Criminal Code,Age not applicable,Total,0
2014/2015,Youth courts,Ontario,Total Criminal Code,Age not applicable,Company,0
