Year,Géographie,data.Type of work,data.National Occupational Classification (NOC),Groupe d'âge,Value
2019,Saskatchewan,data.Part-time employees,data.Sales and service occupations [6],55 ans et plus,0.97
2020,Saskatchewan,data.Part-time employees,data.Sales and service occupations [6],55 ans et plus,0.95
2015,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],15 ans et plus,0.93
2016,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],15 ans et plus,0.97
2017,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],15 ans et plus,0.96
2018,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],15 ans et plus,1.0
2019,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],15 ans et plus,1.02
2020,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],15 ans et plus,0.98
2015,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],15 à 24 ans,
2016,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],15 à 24 ans,
2017,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],15 à 24 ans,
2018,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],15 à 24 ans,
2019,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],15 à 24 ans,
2020,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],15 à 24 ans,
2015,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],25 à 54 ans,0.92
2016,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],25 à 54 ans,0.92
2017,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],25 à 54 ans,0.9
2018,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],25 à 54 ans,
2019,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],25 à 54 ans,0.97
2020,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],25 à 54 ans,
2015,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],55 ans et plus,
2016,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],55 ans et plus,
2017,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],55 ans et plus,0.91
2018,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],55 ans et plus,0.92
2019,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],55 ans et plus,
2020,Saskatchewan,data.Part-time employees,data.Trades - transport and equipment operators and related occupations [7],55 ans et plus,
2015,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],15 ans et plus,1.17
2016,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],15 ans et plus,1.03
2017,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],15 ans et plus,
2018,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],15 ans et plus,0.68
2019,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],15 ans et plus,
2020,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],15 ans et plus,0.85
2015,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],15 à 24 ans,
2016,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],15 à 24 ans,
2017,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],15 à 24 ans,
2018,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],15 à 24 ans,
2019,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],15 à 24 ans,
2020,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],15 à 24 ans,
2015,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],25 à 54 ans,
2016,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],25 à 54 ans,
2017,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],25 à 54 ans,
2018,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],25 à 54 ans,
2019,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],25 à 54 ans,
2020,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],25 à 54 ans,
2015,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],55 ans et plus,
2016,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],55 ans et plus,
2017,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],55 ans et plus,
2018,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],55 ans et plus,
2019,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],55 ans et plus,
2020,Saskatchewan,data.Part-time employees,data.Natural resources - agriculture and related production occupations [8],55 ans et plus,
2015,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],15 ans et plus,
2016,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],15 ans et plus,
2017,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],15 ans et plus,
2018,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],15 ans et plus,
2019,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],15 ans et plus,
2020,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],15 ans et plus,
2015,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],15 à 24 ans,
2016,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],15 à 24 ans,
2017,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],15 à 24 ans,
2018,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],15 à 24 ans,
2019,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],15 à 24 ans,
2020,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],15 à 24 ans,
2015,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],25 à 54 ans,
2016,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],25 à 54 ans,
2017,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],25 à 54 ans,
2018,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],25 à 54 ans,
2019,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],25 à 54 ans,
2020,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],25 à 54 ans,
2015,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],55 ans et plus,
2016,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],55 ans et plus,
2017,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],55 ans et plus,
2018,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],55 ans et plus,
2019,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],55 ans et plus,
2020,Saskatchewan,data.Part-time employees,data.Occupations in manufacturing and utilities [9],55 ans et plus,
2015,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,15 ans et plus,0.79
2016,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,15 ans et plus,0.8
2017,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,15 ans et plus,0.77
2018,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,15 ans et plus,0.8
2019,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,15 ans et plus,0.8
2020,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,15 ans et plus,0.82
2015,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,15 à 24 ans,0.8
2016,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,15 à 24 ans,0.89
2017,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,15 à 24 ans,0.91
2018,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,15 à 24 ans,0.88
2019,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,15 à 24 ans,0.92
2020,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,15 à 24 ans,0.91
2015,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,25 à 54 ans,0.78
2016,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,25 à 54 ans,0.77
2017,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,25 à 54 ans,0.79
2018,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,25 à 54 ans,0.78
2019,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,25 à 54 ans,0.79
2020,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,25 à 54 ans,0.83
2015,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,55 ans et plus,0.81
2016,Alberta,data.Both full- and part-time employees,data.Total employees - all occupations,55 ans et plus,0.83
