Year,Units,Géographie,Offences,Âge,Sexe,Value
2014/2015,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Total,15.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Total,106.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Total,113.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Total,162.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Total,176.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Hommes,18.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Hommes,96.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Hommes,15.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Hommes,162.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Hommes,176.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Femmes,15.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Femmes,80.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Femmes,113.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Femmes,225.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Femmes,92.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Sex unknown,134.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Sex unknown,123.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Sex unknown,113.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Sex unknown,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Crimes against property,12 to 15 years,Sex unknown,0.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Total,71.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Total,43.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Total,81.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Total,71.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Total,57.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Hommes,92.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Hommes,43.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Hommes,87.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Hommes,71.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Hommes,1.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Femmes,64.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Femmes,117.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Femmes,12.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Femmes,29.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Femmes,85.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Sex unknown,57.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Sex unknown,36.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Sex unknown,84.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Sex unknown,129.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Crimes against property,16 and 17 years,Sex unknown,120.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Total,0.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Total,0.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Total,0.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Total,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Total,0.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Hommes,0.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Hommes,0.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Hommes,0.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Hommes,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Hommes,0.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Femmes,0.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Femmes,0.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Femmes,0.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Femmes,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Femmes,0.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Sex unknown,0.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Sex unknown,0.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Sex unknown,0.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Sex unknown,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Crimes against property,Other ages,Sex unknown,0.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Crimes against property,Age not applicable,Total,0.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Crimes against property,Age not applicable,Total,0.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Crimes against property,Age not applicable,Total,0.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Crimes against property,Age not applicable,Total,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Crimes against property,Age not applicable,Total,0.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Crimes against property,Age not applicable,Company,0.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Crimes against property,Age not applicable,Company,0.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Crimes against property,Age not applicable,Company,0.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Crimes against property,Age not applicable,Company,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Crimes against property,Age not applicable,Company,0.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Total,15.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Total,47.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Total,21.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Total,29.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Total,64.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Hommes,15.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Hommes,63.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Hommes,5.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Hommes,29.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Hommes,64.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Femmes,11.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Femmes,50.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Femmes,0.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Femmes,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Femmes,0.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Company,0.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Company,0.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Company,0.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Company,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Company,0.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Sex unknown,78.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Sex unknown,15.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Sex unknown,46.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Sex unknown,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,Total,Sex unknown,0.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Total,63.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Total,50.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Total,3.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Total,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Total,71.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Hommes,29.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Hommes,50.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Hommes,3.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Hommes,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Hommes,71.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Femmes,76.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Femmes,0.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Femmes,0.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Femmes,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Femmes,0.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Sex unknown,78.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Sex unknown,0.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Sex unknown,0.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Sex unknown,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,12 to 15 years,Sex unknown,0.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Total,11.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Total,64.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Total,71.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Total,29.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Total,1.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Hommes,15.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Hommes,192.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Hommes,76.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Hommes,29.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Hommes,1.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Femmes,10.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Femmes,50.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Femmes,0.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Femmes,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Femmes,0.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Sex unknown,0.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Sex unknown,8.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Sex unknown,46.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Sex unknown,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,16 and 17 years,Sex unknown,0.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Total,0.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Total,33.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Total,0.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Total,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Total,64.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Hommes,0.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Hommes,43.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Hommes,0.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Hommes,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Hommes,64.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Femmes,0.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Femmes,0.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Femmes,0.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Femmes,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Femmes,0.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Sex unknown,0.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Sex unknown,22.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Sex unknown,0.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Sex unknown,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,Other ages,Sex unknown,0.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,Age not applicable,Total,0.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,Age not applicable,Total,0.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,Age not applicable,Total,0.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,Age not applicable,Total,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,Age not applicable,Total,0.0
2014/2015,Youth courts,Île-du-Prince-Édouard,Administration of justice,Age not applicable,Company,0.0
2015/2016,Youth courts,Île-du-Prince-Édouard,Administration of justice,Age not applicable,Company,0.0
2016/2017,Youth courts,Île-du-Prince-Édouard,Administration of justice,Age not applicable,Company,0.0
2017/2018,Youth courts,Île-du-Prince-Édouard,Administration of justice,Age not applicable,Company,0.0
2018/2019,Youth courts,Île-du-Prince-Édouard,Administration of justice,Age not applicable,Company,0.0
2014/2015,Youth courts,Nouvelle-Écosse,Total offences,Total,Total,127.0
2015/2016,Youth courts,Nouvelle-Écosse,Total offences,Total,Total,142.0
2016/2017,Youth courts,Nouvelle-Écosse,Total offences,Total,Total,140.0
2017/2018,Youth courts,Nouvelle-Écosse,Total offences,Total,Total,162.0
2018/2019,Youth courts,Nouvelle-Écosse,Total offences,Total,Total,169.0
2014/2015,Youth courts,Nouvelle-Écosse,Total offences,Total,Hommes,128.0
2015/2016,Youth courts,Nouvelle-Écosse,Total offences,Total,Hommes,145.0
2016/2017,Youth courts,Nouvelle-Écosse,Total offences,Total,Hommes,127.0
2017/2018,Youth courts,Nouvelle-Écosse,Total offences,Total,Hommes,161.0
2018/2019,Youth courts,Nouvelle-Écosse,Total offences,Total,Hommes,184.0
2014/2015,Youth courts,Nouvelle-Écosse,Total offences,Total,Femmes,147.0
2015/2016,Youth courts,Nouvelle-Écosse,Total offences,Total,Femmes,141.0
2016/2017,Youth courts,Nouvelle-Écosse,Total offences,Total,Femmes,114.0
2017/2018,Youth courts,Nouvelle-Écosse,Total offences,Total,Femmes,169.0
2018/2019,Youth courts,Nouvelle-Écosse,Total offences,Total,Femmes,198.0
2014/2015,Youth courts,Nouvelle-Écosse,Total offences,Total,Company,0.0
2015/2016,Youth courts,Nouvelle-Écosse,Total offences,Total,Company,0.0
2016/2017,Youth courts,Nouvelle-Écosse,Total offences,Total,Company,0.0
2017/2018,Youth courts,Nouvelle-Écosse,Total offences,Total,Company,0.0
2018/2019,Youth courts,Nouvelle-Écosse,Total offences,Total,Company,0.0
2014/2015,Youth courts,Nouvelle-Écosse,Total offences,Total,Sex unknown,120.0
2015/2016,Youth courts,Nouvelle-Écosse,Total offences,Total,Sex unknown,142.0
2016/2017,Youth courts,Nouvelle-Écosse,Total offences,Total,Sex unknown,163.0
2017/2018,Youth courts,Nouvelle-Écosse,Total offences,Total,Sex unknown,154.0
2018/2019,Youth courts,Nouvelle-Écosse,Total offences,Total,Sex unknown,144.0
