Year,Géographie,data.Educational attainment level,Groupe d'âge,Sexe,Value
2012,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Female,66.0
2013,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Female,61.0
2014,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Female,53.0
2015,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Female,58.0
2016,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Female,54.0
2017,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Female,64.0
2018,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Female,71.0
2019,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Female,66.0
2020,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Female,66.0
2010,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Les deux sexes,49.0
2011,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Les deux sexes,51.0
2012,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Les deux sexes,54.0
2013,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Les deux sexes,52.0
2014,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Les deux sexes,48.0
2015,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Les deux sexes,51.0
2016,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Les deux sexes,55.0
2017,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Les deux sexes,54.0
2018,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Les deux sexes,49.0
2019,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Les deux sexes,51.0
2020,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Les deux sexes,56.0
2010,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Male,47.0
2011,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Male,43.0
2012,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Male,44.0
2013,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Male,40.0
2014,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Male,36.0
2015,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Male,40.0
2016,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Male,44.0
2017,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Male,44.0
2018,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Male,32.0
2019,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Male,37.0
2020,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Male,48.0
2010,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Female,51.0
2011,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Female,59.0
2012,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Female,66.0
2013,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Female,65.0
2014,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Female,59.0
2015,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Female,61.0
2016,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Female,66.0
2017,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Female,64.0
2018,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Female,66.0
2019,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Female,64.0
2020,Territoires du Nord-Ouest,data.Tertiary education,35 to 44 years,Female,64.0
2010,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Les deux sexes,41.0
2011,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Les deux sexes,42.0
2012,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Les deux sexes,45.0
2013,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Les deux sexes,48.0
2014,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Les deux sexes,43.0
2015,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Les deux sexes,47.0
2016,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Les deux sexes,51.0
2017,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Les deux sexes,51.0
2018,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Les deux sexes,48.0
2019,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Les deux sexes,47.0
2020,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Les deux sexes,46.0
2010,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Male,32.0
2011,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Male,32.0
2012,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Male,33.0
2013,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Male,39.0
2014,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Male,33.0
2015,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Male,38.0
2016,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Male,44.0
2017,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Male,43.0
2018,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Male,39.0
2019,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Male,38.0
2020,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Male,35.0
2010,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Female,51.0
2011,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Female,52.0
2012,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Female,57.0
2013,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Female,56.0
2014,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Female,54.0
2015,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Female,58.0
2016,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Female,59.0
2017,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Female,58.0
2018,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Female,58.0
2019,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Female,57.0
2020,Territoires du Nord-Ouest,data.Tertiary education,45 to 54 years,Female,58.0
2010,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Les deux sexes,40.0
2011,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Les deux sexes,45.0
2012,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Les deux sexes,44.0
2013,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Les deux sexes,45.0
2014,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Les deux sexes,45.0
2015,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Les deux sexes,40.0
2016,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Les deux sexes,40.0
2017,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Les deux sexes,42.0
2018,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Les deux sexes,47.0
2019,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Les deux sexes,48.0
2020,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Les deux sexes,50.0
2010,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Male,34.0
2011,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Male,39.0
2012,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Male,39.0
2013,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Male,40.0
2014,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Male,41.0
2015,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Male,33.0
2016,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Male,31.0
2017,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Male,32.0
2018,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Male,39.0
2019,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Male,40.0
2020,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Male,43.0
2010,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Female,45.0
2011,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Female,51.0
2012,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Female,51.0
2013,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Female,51.0
2014,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Female,48.0
2015,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Female,48.0
2016,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Female,50.0
2017,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Female,53.0
2018,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Female,57.0
2019,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Female,58.0
2020,Territoires du Nord-Ouest,data.Tertiary education,55 à 64 ans,Female,59.0
2010,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Les deux sexes,23.0
2011,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Les deux sexes,26.0
2012,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Les deux sexes,25.0
2013,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Les deux sexes,26.0
2014,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Les deux sexes,23.0
2015,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Les deux sexes,23.0
2016,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Les deux sexes,22.0
2017,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Les deux sexes,21.0
2018,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Les deux sexes,23.0
2019,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Les deux sexes,24.0
2020,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Les deux sexes,25.0
2010,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Male,18.0
2011,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Male,20.0
2012,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Male,19.0
2013,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Male,20.0
2014,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Male,18.0
2015,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Male,18.0
2016,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Male,18.0
2017,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Male,15.0
2018,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Male,15.0
2019,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Male,18.0
2020,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Male,19.0
2010,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Female,29.0
2011,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Female,33.0
2012,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Female,32.0
2013,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Female,32.0
2014,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Female,29.0
2015,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Female,28.0
2016,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Female,27.0
2017,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Female,28.0
2018,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Female,31.0
2019,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Female,30.0
2020,Territoires du Nord-Ouest,data.Short-cycle tertiary,"data.Total, 25 to 64 years",Female,31.0
2010,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,23.0
2011,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,27.0
2012,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,23.0
2013,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,25.0
2014,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,26.0
2015,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,22.0
2016,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,19.0
2017,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,20.0
2018,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,22.0
2019,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,21.0
2020,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Les deux sexes,19.0
2010,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Male,18.0
2011,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Male,26.0
2012,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Male,17.0
2013,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Male,19.0
2014,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Male,23.0
2015,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Male,19.0
2016,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Male,18.0
2017,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Male,18.0
2018,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Male,14.0
2019,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Male,15.0
2020,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Male,14.0
2010,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Female,28.0
2011,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Female,28.0
2012,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Female,29.0
2013,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Female,30.0
2014,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Female,28.0
2015,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Female,23.0
2016,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Female,20.0
2017,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Female,23.0
2018,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Female,31.0
2019,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Female,27.0
2020,Territoires du Nord-Ouest,data.Short-cycle tertiary,25 to 34 years,Female,25.0
2010,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,24.0
2011,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,30.0
2012,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,26.0
2013,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,26.0
2014,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,24.0
2015,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,22.0
2016,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,23.0
2017,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,23.0
2018,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,25.0
2019,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,25.0
2020,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Les deux sexes,21.0
2010,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Male,15.0
2011,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Male,27.0
2012,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Male,21.0
2013,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Male,19.0
2014,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Male,23.0
2015,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Male,19.0
2016,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Male,23.0
2017,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Male,19.0
2018,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Male,15.0
2019,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Male,17.0
2020,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Male,16.0
2010,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Female,32.0
2011,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Female,33.0
2012,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Female,31.0
2013,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Female,32.0
2014,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Female,25.0
2015,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Female,25.0
2016,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Female,23.0
2017,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Female,27.0
2018,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Female,37.0
2019,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Female,31.0
2020,Territoires du Nord-Ouest,data.Short-cycle tertiary,30 à 34 ans,Female,26.0
2010,Territoires du Nord-Ouest,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,29.0
2011,Territoires du Nord-Ouest,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,31.0
2012,Territoires du Nord-Ouest,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,29.0
2013,Territoires du Nord-Ouest,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,28.0
2014,Territoires du Nord-Ouest,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,20.0
2015,Territoires du Nord-Ouest,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,23.0
2016,Territoires du Nord-Ouest,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,24.0
2017,Territoires du Nord-Ouest,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,19.0
2018,Territoires du Nord-Ouest,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,21.0
2019,Territoires du Nord-Ouest,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,22.0
2020,Territoires du Nord-Ouest,data.Short-cycle tertiary,35 to 44 years,Les deux sexes,22.0
