Year,Géographie,data.Economic family type,Value
2016,"Calgary, Alberta",data.Lone-parent families,77700.0
2017,"Calgary, Alberta",data.Lone-parent families,65100.0
2018,"Calgary, Alberta",data.Lone-parent families,81400.0
2019,"Calgary, Alberta",data.Lone-parent families,71700.0
2010,"Calgary, Alberta",data.Male lone-parent families,
2011,"Calgary, Alberta",data.Male lone-parent families,
2012,"Calgary, Alberta",data.Male lone-parent families,
2013,"Calgary, Alberta",data.Male lone-parent families,
2014,"Calgary, Alberta",data.Male lone-parent families,
2015,"Calgary, Alberta",data.Male lone-parent families,
2016,"Calgary, Alberta",data.Male lone-parent families,
2017,"Calgary, Alberta",data.Male lone-parent families,
2018,"Calgary, Alberta",data.Male lone-parent families,
2019,"Calgary, Alberta",data.Male lone-parent families,
2010,"Calgary, Alberta",data.Female lone-parent families,
2011,"Calgary, Alberta",data.Female lone-parent families,
2012,"Calgary, Alberta",data.Female lone-parent families,
2013,"Calgary, Alberta",data.Female lone-parent families,54100.0
2014,"Calgary, Alberta",data.Female lone-parent families,
2015,"Calgary, Alberta",data.Female lone-parent families,69900.0
2016,"Calgary, Alberta",data.Female lone-parent families,
2017,"Calgary, Alberta",data.Female lone-parent families,61600.0
2018,"Calgary, Alberta",data.Female lone-parent families,81400.0
2019,"Calgary, Alberta",data.Female lone-parent families,71700.0
2010,"Calgary, Alberta",data.Other non-elderly families,65400.0
2011,"Calgary, Alberta",data.Other non-elderly families,88400.0
2012,"Calgary, Alberta",data.Other non-elderly families,108300.0
2013,"Calgary, Alberta",data.Other non-elderly families,91900.0
2014,"Calgary, Alberta",data.Other non-elderly families,108200.0
2015,"Calgary, Alberta",data.Other non-elderly families,67900.0
2016,"Calgary, Alberta",data.Other non-elderly families,105400.0
2017,"Calgary, Alberta",data.Other non-elderly families,90900.0
2018,"Calgary, Alberta",data.Other non-elderly families,89200.0
2019,"Calgary, Alberta",data.Other non-elderly families,86900.0
2010,"Calgary, Alberta",Personnes hors famille économique,39800.0
2011,"Calgary, Alberta",Personnes hors famille économique,36300.0
2012,"Calgary, Alberta",Personnes hors famille économique,38000.0
2013,"Calgary, Alberta",Personnes hors famille économique,38900.0
2014,"Calgary, Alberta",Personnes hors famille économique,46600.0
2015,"Calgary, Alberta",Personnes hors famille économique,40000.0
2016,"Calgary, Alberta",Personnes hors famille économique,38100.0
2017,"Calgary, Alberta",Personnes hors famille économique,41400.0
2018,"Calgary, Alberta",Personnes hors famille économique,37400.0
2019,"Calgary, Alberta",Personnes hors famille économique,40900.0
2010,"Calgary, Alberta",Personnes âgées hors famille économique,33800.0
2011,"Calgary, Alberta",Personnes âgées hors famille économique,34000.0
2012,"Calgary, Alberta",Personnes âgées hors famille économique,30000.0
2013,"Calgary, Alberta",Personnes âgées hors famille économique,28000.0
2014,"Calgary, Alberta",Personnes âgées hors famille économique,44200.0
2015,"Calgary, Alberta",Personnes âgées hors famille économique,35400.0
2016,"Calgary, Alberta",Personnes âgées hors famille économique,26700.0
2017,"Calgary, Alberta",Personnes âgées hors famille économique,32400.0
2018,"Calgary, Alberta",Personnes âgées hors famille économique,37400.0
2019,"Calgary, Alberta",Personnes âgées hors famille économique,31500.0
2010,"Calgary, Alberta",data.Elderly males not in an economic family,
2011,"Calgary, Alberta",data.Elderly males not in an economic family,
2012,"Calgary, Alberta",data.Elderly males not in an economic family,
2013,"Calgary, Alberta",data.Elderly males not in an economic family,
2014,"Calgary, Alberta",data.Elderly males not in an economic family,
2015,"Calgary, Alberta",data.Elderly males not in an economic family,
2016,"Calgary, Alberta",data.Elderly males not in an economic family,
2017,"Calgary, Alberta",data.Elderly males not in an economic family,
2018,"Calgary, Alberta",data.Elderly males not in an economic family,40400.0
2019,"Calgary, Alberta",data.Elderly males not in an economic family,
2010,"Calgary, Alberta",data.Elderly females not in an economic family,34000.0
2011,"Calgary, Alberta",data.Elderly females not in an economic family,34000.0
2012,"Calgary, Alberta",data.Elderly females not in an economic family,29800.0
2013,"Calgary, Alberta",data.Elderly females not in an economic family,
2014,"Calgary, Alberta",data.Elderly females not in an economic family,
2015,"Calgary, Alberta",data.Elderly females not in an economic family,29800.0
2016,"Calgary, Alberta",data.Elderly females not in an economic family,30500.0
2017,"Calgary, Alberta",data.Elderly females not in an economic family,32900.0
2018,"Calgary, Alberta",data.Elderly females not in an economic family,37300.0
2019,"Calgary, Alberta",data.Elderly females not in an economic family,31600.0
2010,"Calgary, Alberta",Personnes non âgées hors famille économique,41800.0
2011,"Calgary, Alberta",Personnes non âgées hors famille économique,37500.0
2012,"Calgary, Alberta",Personnes non âgées hors famille économique,38400.0
2013,"Calgary, Alberta",Personnes non âgées hors famille économique,42100.0
2014,"Calgary, Alberta",Personnes non âgées hors famille économique,47600.0
2015,"Calgary, Alberta",Personnes non âgées hors famille économique,41400.0
2016,"Calgary, Alberta",Personnes non âgées hors famille économique,46200.0
2017,"Calgary, Alberta",Personnes non âgées hors famille économique,43200.0
2018,"Calgary, Alberta",Personnes non âgées hors famille économique,37200.0
2019,"Calgary, Alberta",Personnes non âgées hors famille économique,46500.0
2010,"Calgary, Alberta",Hommes non âgés hors famille économique,53500.0
2011,"Calgary, Alberta",Hommes non âgés hors famille économique,41400.0
2012,"Calgary, Alberta",Hommes non âgés hors famille économique,42200.0
2013,"Calgary, Alberta",Hommes non âgés hors famille économique,43900.0
2014,"Calgary, Alberta",Hommes non âgés hors famille économique,53300.0
2015,"Calgary, Alberta",Hommes non âgés hors famille économique,46000.0
2016,"Calgary, Alberta",Hommes non âgés hors famille économique,47200.0
2017,"Calgary, Alberta",Hommes non âgés hors famille économique,43800.0
2018,"Calgary, Alberta",Hommes non âgés hors famille économique,39200.0
2019,"Calgary, Alberta",Hommes non âgés hors famille économique,48500.0
2010,"Calgary, Alberta",Femmes non âgées hors famille économique,37700.0
2011,"Calgary, Alberta",Femmes non âgées hors famille économique,26400.0
2012,"Calgary, Alberta",Femmes non âgées hors famille économique,35800.0
2013,"Calgary, Alberta",Femmes non âgées hors famille économique,38900.0
2014,"Calgary, Alberta",Femmes non âgées hors famille économique,44700.0
2015,"Calgary, Alberta",Femmes non âgées hors famille économique,37300.0
2016,"Calgary, Alberta",Femmes non âgées hors famille économique,39600.0
2017,"Calgary, Alberta",Femmes non âgées hors famille économique,42600.0
2018,"Calgary, Alberta",Femmes non âgées hors famille économique,32100.0
2019,"Calgary, Alberta",Femmes non âgées hors famille économique,41100.0
2010,"Edmonton, Alberta",data.Economic families and persons not in an economic family,68800.0
2011,"Edmonton, Alberta",data.Economic families and persons not in an economic family,69700.0
2012,"Edmonton, Alberta",data.Economic families and persons not in an economic family,74700.0
2013,"Edmonton, Alberta",data.Economic families and persons not in an economic family,78000.0
2014,"Edmonton, Alberta",data.Economic families and persons not in an economic family,70600.0
2015,"Edmonton, Alberta",data.Economic families and persons not in an economic family,80700.0
2016,"Edmonton, Alberta",data.Economic families and persons not in an economic family,86900.0
2017,"Edmonton, Alberta",data.Economic families and persons not in an economic family,71800.0
2018,"Edmonton, Alberta",data.Economic families and persons not in an economic family,76600.0
2019,"Edmonton, Alberta",data.Economic families and persons not in an economic family,73300.0
2010,"Edmonton, Alberta",data.Economic families,95700.0
2011,"Edmonton, Alberta",data.Economic families,96300.0
2012,"Edmonton, Alberta",data.Economic families,102800.0
2013,"Edmonton, Alberta",data.Economic families,107500.0
2014,"Edmonton, Alberta",data.Economic families,99400.0
2015,"Edmonton, Alberta",data.Economic families,106600.0
2016,"Edmonton, Alberta",data.Economic families,110300.0
2017,"Edmonton, Alberta",data.Economic families,108200.0
2018,"Edmonton, Alberta",data.Economic families,107900.0
2019,"Edmonton, Alberta",data.Economic families,99500.0
2010,"Edmonton, Alberta",data.Elderly families,57700.0
2011,"Edmonton, Alberta",data.Elderly families,82100.0
2012,"Edmonton, Alberta",data.Elderly families,71200.0
2013,"Edmonton, Alberta",data.Elderly families,73600.0
2014,"Edmonton, Alberta",data.Elderly families,74700.0
2015,"Edmonton, Alberta",data.Elderly families,74500.0
2016,"Edmonton, Alberta",data.Elderly families,79500.0
2017,"Edmonton, Alberta",data.Elderly families,76400.0
2018,"Edmonton, Alberta",data.Elderly families,76500.0
2019,"Edmonton, Alberta",data.Elderly families,74800.0
2010,"Edmonton, Alberta",data.Elderly couples,57700.0
2011,"Edmonton, Alberta",data.Elderly couples,81400.0
2012,"Edmonton, Alberta",data.Elderly couples,65800.0
2013,"Edmonton, Alberta",data.Elderly couples,65700.0
2014,"Edmonton, Alberta",data.Elderly couples,70700.0
2015,"Edmonton, Alberta",data.Elderly couples,72800.0
2016,"Edmonton, Alberta",data.Elderly couples,74700.0
2017,"Edmonton, Alberta",data.Elderly couples,69700.0
2018,"Edmonton, Alberta",data.Elderly couples,71700.0
2019,"Edmonton, Alberta",data.Elderly couples,73300.0
2010,"Edmonton, Alberta",data.Other elderly families,
2011,"Edmonton, Alberta",data.Other elderly families,
2012,"Edmonton, Alberta",data.Other elderly families,
2013,"Edmonton, Alberta",data.Other elderly families,
2014,"Edmonton, Alberta",data.Other elderly families,
2015,"Edmonton, Alberta",data.Other elderly families,
2016,"Edmonton, Alberta",data.Other elderly families,
2017,"Edmonton, Alberta",data.Other elderly families,89200.0
2018,"Edmonton, Alberta",data.Other elderly families,82300.0
2019,"Edmonton, Alberta",data.Other elderly families,
2010,"Edmonton, Alberta",data.Non-elderly families,104900.0
2011,"Edmonton, Alberta",data.Non-elderly families,100800.0
2012,"Edmonton, Alberta",data.Non-elderly families,109200.0
2013,"Edmonton, Alberta",data.Non-elderly families,112000.0
2014,"Edmonton, Alberta",data.Non-elderly families,101900.0
2015,"Edmonton, Alberta",data.Non-elderly families,111200.0
2016,"Edmonton, Alberta",data.Non-elderly families,115400.0
2017,"Edmonton, Alberta",data.Non-elderly families,113700.0
2018,"Edmonton, Alberta",data.Non-elderly families,114100.0
2019,"Edmonton, Alberta",data.Non-elderly families,111700.0
2010,"Edmonton, Alberta",data.Couples,100100.0
2011,"Edmonton, Alberta",data.Couples,96600.0
2012,"Edmonton, Alberta",data.Couples,109200.0
2013,"Edmonton, Alberta",data.Couples,96800.0
2014,"Edmonton, Alberta",data.Couples,91700.0
2015,"Edmonton, Alberta",data.Couples,106200.0
2016,"Edmonton, Alberta",data.Couples,95700.0
2017,"Edmonton, Alberta",data.Couples,92900.0
2018,"Edmonton, Alberta",data.Couples,105400.0
2019,"Edmonton, Alberta",data.Couples,95200.0
2010,"Edmonton, Alberta",data.Couples with children,108300.0
2011,"Edmonton, Alberta",data.Couples with children,114700.0
2012,"Edmonton, Alberta",data.Couples with children,115500.0
2013,"Edmonton, Alberta",data.Couples with children,120900.0
2014,"Edmonton, Alberta",data.Couples with children,109900.0
2015,"Edmonton, Alberta",data.Couples with children,109200.0
2016,"Edmonton, Alberta",data.Couples with children,123900.0
2017,"Edmonton, Alberta",data.Couples with children,119800.0
2018,"Edmonton, Alberta",data.Couples with children,123300.0
2019,"Edmonton, Alberta",data.Couples with children,121200.0
2010,"Edmonton, Alberta",data.Couples with other relatives,159600.0
2011,"Edmonton, Alberta",data.Couples with other relatives,143500.0
2012,"Edmonton, Alberta",data.Couples with other relatives,157400.0
2013,"Edmonton, Alberta",data.Couples with other relatives,157900.0
2014,"Edmonton, Alberta",data.Couples with other relatives,133800.0
2015,"Edmonton, Alberta",data.Couples with other relatives,169200.0
2016,"Edmonton, Alberta",data.Couples with other relatives,150500.0
2017,"Edmonton, Alberta",data.Couples with other relatives,148700.0
2018,"Edmonton, Alberta",data.Couples with other relatives,144500.0
2019,"Edmonton, Alberta",data.Couples with other relatives,147100.0
2010,"Edmonton, Alberta",data.Lone-parent families,67000.0
2011,"Edmonton, Alberta",data.Lone-parent families,59900.0
2012,"Edmonton, Alberta",data.Lone-parent families,59800.0
2013,"Edmonton, Alberta",data.Lone-parent families,52800.0
2014,"Edmonton, Alberta",data.Lone-parent families,
2015,"Edmonton, Alberta",data.Lone-parent families,58600.0
2016,"Edmonton, Alberta",data.Lone-parent families,76700.0
2017,"Edmonton, Alberta",data.Lone-parent families,59700.0
2018,"Edmonton, Alberta",data.Lone-parent families,64100.0
2019,"Edmonton, Alberta",data.Lone-parent families,78000.0
2010,"Edmonton, Alberta",data.Male lone-parent families,
2011,"Edmonton, Alberta",data.Male lone-parent families,
2012,"Edmonton, Alberta",data.Male lone-parent families,
2013,"Edmonton, Alberta",data.Male lone-parent families,
2014,"Edmonton, Alberta",data.Male lone-parent families,
2015,"Edmonton, Alberta",data.Male lone-parent families,
2016,"Edmonton, Alberta",data.Male lone-parent families,
2017,"Edmonton, Alberta",data.Male lone-parent families,
2018,"Edmonton, Alberta",data.Male lone-parent families,
2019,"Edmonton, Alberta",data.Male lone-parent families,
2010,"Edmonton, Alberta",data.Female lone-parent families,52700.0
2011,"Edmonton, Alberta",data.Female lone-parent families,59900.0
2012,"Edmonton, Alberta",data.Female lone-parent families,58400.0
2013,"Edmonton, Alberta",data.Female lone-parent families,64400.0
2014,"Edmonton, Alberta",data.Female lone-parent families,
2015,"Edmonton, Alberta",data.Female lone-parent families,49200.0
2016,"Edmonton, Alberta",data.Female lone-parent families,77300.0
2017,"Edmonton, Alberta",data.Female lone-parent families,52800.0
2018,"Edmonton, Alberta",data.Female lone-parent families,62900.0
2019,"Edmonton, Alberta",data.Female lone-parent families,74900.0
2010,"Edmonton, Alberta",data.Other non-elderly families,85200.0
2011,"Edmonton, Alberta",data.Other non-elderly families,73300.0
2012,"Edmonton, Alberta",data.Other non-elderly families,96900.0
2013,"Edmonton, Alberta",data.Other non-elderly families,93500.0
2014,"Edmonton, Alberta",data.Other non-elderly families,101700.0
2015,"Edmonton, Alberta",data.Other non-elderly families,104100.0
2016,"Edmonton, Alberta",data.Other non-elderly families,108500.0
2017,"Edmonton, Alberta",data.Other non-elderly families,111100.0
2018,"Edmonton, Alberta",data.Other non-elderly families,102200.0
2019,"Edmonton, Alberta",data.Other non-elderly families,73900.0
2010,"Edmonton, Alberta",Personnes hors famille économique,36800.0
2011,"Edmonton, Alberta",Personnes hors famille économique,35200.0
2012,"Edmonton, Alberta",Personnes hors famille économique,41100.0
2013,"Edmonton, Alberta",Personnes hors famille économique,39100.0
